timestamp,askPrice,bidPrice
1547417072304,3572.1,3453.5
1547417072591,3572.4,3453.5
1547417072641,3572.4,3454
1547417074033,3572.3,3454
1547417078070,3572.6,3454
1547417078121,3572.6,3454.2
1547417079143,3572.7,3454.2
1547417080236,3572.3,3454.5
1547417080518,3572.4,3454.5
1547417081882,3572.3,3454.5
1547417082109,3572.3,3454.2
1547417082312,3572.2,3454.2
1547417082381,3572.4,3454.2
1547417082508,3572.4,3454
1547417082631,3572.3,3454
1547417083614,3572.3,3453.9
1547417084030,3572.2,3453.9
1547417084809,3572.3,3453.9
1547417085260,3572.5,3453.9
1547417085510,3572.4,3453.9
1547417086271,3572.3,3453.9
1547417086521,3572.4,3453.9
1547417086771,3572.3,3453.9
1547417087021,3572.4,3453.9
1547417087271,3572.2,3453.9
1547417089060,3572.2,3452.4
1547417089430,3572.3,3452.4
1547417089970,3572.2,3452.4
1547417092073,3572.3,3452.4
1547417092323,3572.4,3452.4
1547417093068,3572.3,3452.4
1547417094289,3571.6,3452.4
1547417095432,3572,3452.4
1547417095483,3572,3452.1
1547417095656,3572,3452.2
1547417096313,3571.9,3452.2
1547417096547,3572.1,3452.2
1547417096663,3572.1,3452.7
1547417096798,3572.2,3452.7
1547417097047,3572.1,3452.7
1547417097602,3572.2,3452.7
1547417097965,3572.2,3452.5
1547417098066,3572.1,3452.5
1547417099198,3572.1,3452.7
1547417099790,3572.2,3452.7
1547417100289,3572.3,3452.9
1547417100436,3572.3,3453.2
1547417100885,3571.9,3453.2
1547417101135,3571.8,3453.2
1547417102097,3571.8,3452.3
1547417103074,3571.7,3452.3
1547417103201,3571.7,3453.2
1547417103323,3571.9,3453.2
1547417104292,3571.5,3453.2
1547417104342,3571.5,3452.8
1547417104542,3571.4,3452.8
1547417105054,3571.3,3452.8
1547417105425,3571.5,3452.8
1547417105476,3571.5,3452.3
1547417106527,3571.7,3452.3
1547417106578,3571.7,3452.8
1547417106746,3571.7,3452.5
1547417108674,3571.7,3452.4
1547417109153,3571.6,3452.4
1547417109403,3571.7,3452.4
1547417110053,3571.5,3452.4
1547417110671,3571.4,3452.4
1547417110884,3571.4,3451.7
1547417110934,3570.8,3451.7
1547417111901,3570.9,3451.7
1547417111951,3570.9,3451.5
1547417112159,3570.8,3451.5
1547417113056,3570.8,3451.6
1547417114118,3571.2,3451.6
1547417114881,3571.2,3451.8
1547417115082,3571.2,3452
1547417115284,3571,3452
1547417116042,3571.1,3452
1547417116608,3571.1,3451.6
1547417117416,3571.2,3451.6
1547417117857,3571.1,3451.6
1547417118166,3571.1,3451.4
1547417118607,3570.8,3451.4
1547417119593,3570.9,3451.4
1547417120676,3571.1,3451.4
1547417121883,3571.2,3451.4
1547417122132,3571.1,3451.4
1547417122877,3570.3,3451.4
1547417122928,3570.2,3450.3
1547417123151,3570.2,3450.4
1547417123990,3570.2,3450.9
1547417124041,3570.9,3451.3
1547417125115,3570.9,3451.2
1547417126317,3570.8,3451.2
1547417128355,3570.8,3451
1547417129058,3570.7,3451
1547417129479,3570.4,3451
1547417129529,3570.2,3450.4
1547417131653,3570.2,3450.3
1547417131704,3570.3,3450.5
1547417132745,3570.4,3450.5
1547417136036,3570.9,3450.9
1547417136216,3570.9,3451.4
1547417136885,3571,3451.4
1547417137134,3570.9,3451.4
1547417140426,3571.1,3451.4
1547417141078,3571,3451.4
1547417141452,3570.7,3451.4
1547417142530,3570.4,3451.4
1547417143667,3570.6,3451.4
1547417144750,3570.7,3451.4
1547417145859,3570.6,3451.4
1547417146108,3570.7,3451.4
1547417147025,3570.7,3451.7
1547417147179,3571.1,3451.7
1547417148063,3570.9,3451.7
1547417148440,3571,3451.7
1547417148690,3570.9,3451.7
1547417149069,3571,3451.7
1547417149319,3571.6,3451.9
1547417150184,3571.7,3451.9
1547417150366,3571.7,3452
1547417150571,3571.7,3452.1
1547417150965,3571.7,3452.2
1547417151070,3571.9,3452.2
1547417152364,3571.8,3452.2
1547417153505,3572,3452.2
1547417154099,3571.9,3452.2
1547417154600,3572,3452.2
1547417154850,3571.9,3452.2
1547417155100,3572,3452.2
1547417155575,3572,3452.1
1547417156034,3572.1,3452.1
1547417156800,3571.9,3452.1
1547417157057,3572,3452.1
1547417157319,3571.9,3452.1
1547417157848,3571.8,3452.1
1547417158066,3571.8,3452
1547417158934,3572.1,3452.2
1547417159617,3572.2,3452.2
1547417160000,3571.7,3452.1
1547417161014,3571.7,3452.2
1547417163061,3571.8,3452.2
1547417164030,3571.7,3452.2
1547417165163,3571.8,3452.2
1547417165413,3571.7,3452.2
1547417166150,3571.8,3452.2
1547417166386,3571.8,3452.3
1547417166587,3571.7,3452.3
1547417166786,3571.7,3452.4
1547417166887,3571.8,3452.4
1547417167138,3571.7,3452.4
1547417167387,3571.8,3452.3
1547417167901,3571.9,3452.3
1547417169790,3571.9,3452.4
1547417170061,3571.8,3452.4
1547417170724,3571.9,3452.4
1547417171005,3572.1,3452.4
1547417171223,3572.2,3452.4
1547417171355,3572.2,3452.5
1547417171471,3572.3,3452.5
1547417171866,3572.4,3452.5
1547417172049,3572.4,3452.6
1547417173128,3572.4,3453
1547417173291,3572.9,3453
1547417173587,3572.8,3453
1547417173838,3572.9,3453
1547417175335,3573.1,3453.1
1547417176043,3573.1,3453.3
1547417176356,3573.1,3453.6
1547417176407,3573.6,3453.6
1547417176691,3573.5,3453.6
1547417176779,3573.1,3453.5
1547417177218,3573.1,3453.6
1547417178293,3573.6,3453.6
1547417180047,3573.6,3453.7
1547417180676,3573.2,3453.6
1547417181805,3573.5,3453.5
1547417182864,3572.3,3453.5
1547417182915,3572.3,3452.6
1547417183115,3572.4,3452.6
1547417184243,3572.7,3452.9
1547417188070,3572.7,3452.8
1547417188603,3572.7,3452.9
1547417190557,3572.7,3453
1547417191677,3572.7,3453.4
1547417192031,3572.7,3453.5
1547417192748,3572.7,3453
1547417194957,3572.7,3453.7
1547417195007,3573.2,3453.7
1547417195993,3573.2,3453.6
1547417196216,3573.6,3453.6
1547417196266,3573.6,3453.9
1547417198215,3573.6,3453.7
1547417199047,3573.8,3453.8
1547417199307,3573.2,3453.8
1547417199357,3573.2,3453.2
1547417199715,3572.9,3453.2
1547417200066,3572.9,3453.6
1547417200206,3573,3453.6
1547417200417,3573,3453
1547417200467,3572.8,3453
1547417200620,3572.8,3452.8
1547417201510,3572.4,3452.8
1547417202583,3571.9,3452.8
1547417202801,3571.9,3452.7
1547417203321,3571.9,3452.8
1547417203520,3571.9,3452.6
1547417203653,3571.7,3452.6
1547417203720,3571.7,3452.4
1547417204074,3571.6,3452.4
1547417204742,3571.9,3452.4
1547417204996,3571.8,3452.4
1547417205496,3571.7,3452.4
1547417205903,3571.8,3452.4
1547417206679,3571.7,3452.4
1547417206929,3572,3452.4
1547417207055,3572,3452.5
1547417207257,3571.7,3452.5
1547417207507,3571.8,3452.5
1547417207871,3571.7,3452.5
1547417208121,3572,3452.6
1547417208620,3571.9,3452.6
1547417209053,3571.7,3452.6
1547417209389,3571.7,3452.7
1547417209589,3571.7,3452.6
1547417210284,3571.6,3452.6
1547417210534,3571.8,3452.6
1547417210885,3571.5,3452.6
1547417211134,3571.6,3452.6
1547417211349,3571.6,3452.7
1547417211548,3571.3,3452.5
1547417212470,3571.5,3452.5
1547417212784,3571.5,3452.6
1547417213566,3571.6,3452.6
1547417213840,3571.5,3452.6
1547417214090,3571.7,3452.6
1547417214483,3571.5,3452.6
1547417214744,3571.7,3452.6
1547417216901,3571.6,3452.6
1547417217151,3571.8,3452.6
1547417217491,3571.6,3452.6
1547417217912,3571.6,3452.5
1547417219000,3572,3452.5
1547417220063,3571.9,3452.5
1547417220295,3571.9,3452.2
1547417221301,3571.9,3452.7
1547417222931,3571.9,3452.8
1547417224184,3571.9,3453
1547417229215,3571.9,3452.9
1547417230034,3572,3452.9
1547417230808,3571.8,3452.9
1547417231067,3571.9,3452.9
1547417232023,3571.9,3452.7
1547417232159,3571.8,3452.7
1547417236044,3571.7,3452.7
1547417240052,3571.8,3452.7
1547417241202,3571.7,3452.7
1547417241451,3571.6,3452.7
1547417241721,3571.4,3452.7
1547417243105,3571.4,3452.4
1547417243935,3571.2,3452.4
1547417243985,3571.2,3451.7
1547417244186,3571,3451.7
1547417244435,3570.9,3451.7
1547417244712,3571,3451.7
1547417245013,3571.4,3451.7
1547417245064,3571.4,3452.3
1547417246034,3571.3,3452.3
1547417246215,3571.3,3452
1547417248044,3571.2,3452
1547417248294,3571,3452
1547417248544,3570.9,3452
1547417251036,3570.8,3452
1547417254042,3570.7,3452
1547417255057,3570.6,3452
1547417255856,3570.7,3452
1547417256953,3570.5,3452.3
1547417257003,3570.5,3451.8
1547417263058,3570.4,3451.8
1547417267028,3570.3,3451.8
1547417267279,3570.2,3451.8
1547417269012,3570.4,3451.8
1547417269762,3570.3,3451.8
1547417270026,3570.4,3451.8
1547417271137,3569.7,3451.8
1547417271187,3569.7,3450.6
1547417271388,3569.6,3450.6
1547417272226,3569.8,3450.6
1547417272305,3569.8,3451.1
1547417272543,3569.9,3451.1
1547417273288,3570,3451.1
1547417273540,3569.9,3451.3
1547417274326,3570.1,3451.3
1547417274581,3569.9,3451.3
1547417275488,3569.9,3451.4
1547417276061,3569.8,3451.4
1547417276687,3569.8,3451.6
1547417276887,3569.9,3451.6
1547417277136,3569.8,3451.6
1547417280090,3570,3451.6
1547417281105,3570,3451.7
1547417285536,3570.2,3451.7
1547417285786,3570.1,3451.7
1547417286186,3570.2,3451.7
1547417286436,3570.1,3451.7
1547417288043,3570.2,3451.7
1547417296070,3570.1,3451.7
1547417305300,3570.2,3451.7
1547417305550,3570.1,3451.7
1547417307046,3570,3451.7
1547417316038,3570.1,3451.7
1547417320056,3570,3451.7
1547417321073,3570.1,3451.7
1547417322048,3570,3451.7
1547417328095,3569.9,3451.7
1547417330209,3570.1,3451.7
1547417331303,3569.8,3451.7
1547417332457,3569.4,3450.5
1547417333468,3569.9,3450.5
1547417333519,3569.9,3451.4
1547417334050,3569.8,3451.4
1547417336078,3569.7,3451.4
1547417343042,3569.8,3451.4
1547417347059,3569.9,3451.4
1547417350032,3569.8,3451.4
1547417359279,3569.8,3451.1
1547417361554,3569.8,3450.9
1547417361715,3569.8,3451
1547417361912,3569.8,3450.3
1547417362239,3569.9,3450.3
1547417362505,3569.8,3450.3
1547417365093,3569.5,3450.3
1547417367052,3569.3,3450.3
1547417370036,3569.4,3450.3
1547417370516,3569.6,3450.3
1547417371617,3569,3450.2
1547417371668,3569,3449.4
1547417374230,3569.1,3449.4
1547417374482,3569,3449.4
1547417374869,3569.2,3449.4
1547417374919,3569.2,3449.9
1547417376058,3569,3449.9
1547417379757,3568.9,3449.9
1547417380328,3569,3449.9
1547417380578,3568.9,3449.9
1547417381453,3568.5,3449.9
1547417381503,3568.5,3449
1547417382050,3568.6,3449
1547417382581,3569,3449
1547417382632,3569,3449.9
1547417382831,3569,3449.6
1547417382934,3568.9,3449.6
1547417383184,3569,3449.6
1547417383434,3569.1,3449.6
1547417383628,3569.1,3449.5
1547417383730,3569,3449.5
1547417384048,3568.9,3449.5
1547417384720,3568.9,3449.6
1547417385047,3568.8,3449.6
1547417385652,3568.8,3449.2
1547417385831,3568.6,3449.2
1547417386055,3568.6,3448.8
1547417386252,3568.7,3448.8
1547417386332,3568.5,3448.8
1547417386581,3568.4,3448.8
1547417386832,3568.2,3448.8
1547417386928,3568.2,3448.2
1547417387081,3567.8,3448.1
1547417387132,3567.8,3447.8
1547417387330,3567.7,3447.7
1547417388032,3567.6,3447.7
1547417388283,3567.5,3447.5
1547417389056,3567.4,3447.4
1547417389355,3567.2,3447.4
1547417389933,3567.1,3447.4
1547417390180,3567,3447.4
1547417390431,3567.1,3447.4
1547417391259,3567.4,3447.4
1547417391309,3567.4,3447.6
1547417391508,3567.3,3447.6
1547417391758,3567.4,3447.6
1547417392041,3567.3,3447.6
1547417392291,3567.2,3447.6
1547417392421,3567.2,3447.7
1547417392542,3567.4,3447.7
1547417392792,3567.6,3447.7
1547417393051,3567.5,3447.7
1547417393303,3567.4,3447.7
1547417393448,3567.4,3448.3
1547417393550,3567.7,3448.3
1547417395211,3567.7,3447.9
1547417395644,3567.6,3447.9
1547417397074,3567.6,3448
1547417399356,3567.7,3448
1547417399560,3567.6,3448
1547417399705,3567.6,3448.1
1547417399810,3567.7,3448.1
1547417400060,3567.6,3448.1
1547417400111,3567.6,3448.3
1547417400307,3567.6,3448
1547417400507,3567.6,3448.1
1547417400713,3567.7,3448
1547417400921,3567.7,3448.1
1547417401726,3567.7,3448.2
1547417403687,3567.8,3448.2
1547417403961,3567.9,3448.2
1547417404198,3567.8,3448.2
1547417404361,3567.8,3448.3
1547417405159,3567.8,3448.2
1547417408077,3567.9,3448.2
1547417409046,3567.8,3448.2
1547417409768,3567.9,3448.2
1547417410020,3567.8,3448.2
1547417411078,3567.9,3448.2
1547417428005,3568,3448.2
1547417428255,3567.8,3448.2
1547417429572,3568.1,3448.2
1547417430435,3568.1,3448.3
1547417430621,3567.9,3448.3
1547417431958,3568,3448.3
1547417432674,3567.9,3448.3
1547417432924,3568,3448.3
1547417433896,3568.1,3448.3
1547417434146,3568.2,3448.3
1547417434969,3568.3,3448.3
1547417435219,3568.4,3448.4
1547417436043,3568.4,3448.5
1547417440248,3568.4,3448.6
1547417447777,3568.6,3448.6
1547417449057,3568.6,3448.7
1547417453428,3568.6,3448.9
1547417453674,3568.6,3449.2
1547417455652,3568.6,3449.4
1547417456215,3569,3449.4
1547417456725,3569,3449.6
1547417457062,3569,3449.7
1547417460025,3569,3449.6
1547417460275,3569,3449.4
1547417462222,3569,3449.9
1547417462272,3569.7,3449.9
1547417464396,3569.7,3449.7
1547417465046,3569.7,3449.8
1547417470090,3569.7,3450
1547417470340,3569.7,3449.9
1547417470949,3569.6,3449.6
1547417472050,3569.7,3449.8
1547417473153,3569.2,3449.8
1547417474033,3569.2,3449.9
1547417474226,3569,3449.9
1547417474532,3569,3449.7
1547417478026,3569,3449.8
1547417480037,3569,3449.7
1547417481502,3569,3449.8
1547417483056,3569,3449.7
1547417483748,3569,3449.5
1547417483998,3569,3449.6
1547417486331,3569,3449.5
1547417487370,3569,3449.4
1547417488031,3569,3449.5
1547417488506,3569,3449.6
1547417489582,3569,3449.7
1547417490715,3569,3449.6
1547417493052,3569,3449.5
1547417497155,3569,3449.7
1547417498040,3569,3449.8
1547417502067,3569,3449.9
1547417503856,3569,3449.8
1547417504148,3569,3449.9
1547417505101,3569,3449.8
1547417505351,3569,3449.9
1547417506262,3569,3449.8
1547417506512,3569,3449.9
1547417508048,3569,3449.8
1547417513056,3569,3449.9
1547417516869,3569,3449.8
1547417519047,3569,3449.7
1547417522115,3569,3449.8
1547417522364,3569,3449.7
1547417526308,3569,3449.8
1547417529036,3569,3449.9
1547417540049,3569,3450
1547417543063,3569,3449.9
1547417548052,3569,3450
1547417551698,3569.1,3450
1547417554057,3569.1,3450.1
1547417559067,3569.1,3450
1547417562047,3569.1,3450.1
1547417564052,3569.1,3450
1547417565158,3569,3450
1547417569639,3569,3450.1
1547417571935,3569.2,3450.1
1547417580040,3569.2,3450
1547417581076,3569.2,3450.1
1547417592444,3569.2,3450.6
1547417592494,3570,3450.6
1547417593553,3570,3450.7
1547417598050,3570,3450.8
1547417598907,3570,3450.9
1547417604041,3570,3451
1547417615140,3570,3450.3
1547417615190,3569.2,3450.3
1547417616249,3569.2,3450.5
1547417617046,3569.2,3450.4
1547417617342,3569.2,3450.5
1547417627054,3569.2,3450.4
1547417628043,3569.2,3450.5
1547417632063,3569.2,3450.4
1547417633039,3569.2,3450.5
1547417636661,3569.2,3450.4
1547417638051,3569.2,3450.5
1547417639033,3569.2,3450.4
1547417640084,3569.2,3450.5
1547417640332,3569.2,3450.6
1547417640583,3569.2,3450.7
1547417641093,3569.5,3450.7
1547417641293,3570.7,3451.2
1547417641372,3571.3,3451.4
1547417641622,3571.3,3451.5
1547417641976,3571.3,3451.4
1547417642277,3571.3,3451.3
1547417642369,3570.3,3451.3
1547417642857,3570.8,3451.3
1547417643011,3570.8,3451.2
1547417643512,3570.8,3450.9
1547417645044,3570.8,3450.8
1547417645295,3570.8,3450.9
1547417646630,3570.8,3451
1547417647705,3570.8,3451.2
1547417648053,3570.8,3451.3
1547417648795,3570.8,3451.2
1547417649069,3570.8,3451.3
1547417649873,3570.8,3451.7
1547417649924,3571.1,3451.7
1547417650976,3571.1,3451.8
1547417655403,3571.8,3452.5
1547417655561,3572.6,3452.7
1547417656629,3572.6,3452.8
1547417656869,3572.6,3452.9
1547417657421,3571.8,3452.9
1547417657626,3571.8,3452.7
1547417658121,3571.8,3452.8
1547417658565,3572.1,3452.8
1547417659187,3572.1,3452.9
1547417659635,3572.1,3453.1
1547417659834,3572.2,3453.1
1547417660135,3572.2,3453.2
1547417661062,3572.2,3453.3
1547417661319,3572.2,3453.4
1547417661635,3572.2,3453.5
1547417661885,3572.2,3453.7
1547417662252,3572.2,3453.6
1547417662738,3572.2,3453.5
1547417662888,3572.6,3453.5
1547417662988,3572.6,3453.8
1547417663954,3572.6,3454
1547417664466,3572.6,3453.9
1547417665038,3572.6,3454
1547417665288,3572.7,3454.1
1547417666114,3572.7,3454.2
1547417666216,3572.6,3454.2
1547417667035,3572.6,3454.1
1547417667214,3572.2,3454.1
1547417668297,3572.7,3454
1547417670052,3572.7,3454.2
1547417670514,3572.7,3453.9
1547417671046,3572.7,3454
1547417671576,3572.7,3453.6
1547417671626,3572,3453.6
1547417672693,3572,3453.8
1547417672743,3572.4,3453.8
1547417673761,3572.4,3453.4
1547417673811,3571.5,3453.4
1547417674923,3571.6,3453.4
1547417675157,3571.6,3453.3
1547417676748,3571.6,3453.2
1547417677000,3568.8,3453.1
1547417677252,3568.8,3452.9
1547417677505,3568.8,3452.8
1547417680066,3568.8,3452.7
1547417680314,3568.8,3452.3
1547417680364,3568.1,3452.3
1547417681043,3568.1,3452.4
1547417682036,3568.1,3452.3
1547417683062,3568.1,3451.9
1547417686061,3568.1,3451.7
1547417687512,3568.1,3451.8
1547417687883,3568.1,3451.9
1547417690033,3568.5,3452
1547417690084,3568.8,3452
1547417690283,3568.8,3452.1
1547417691139,3568.8,3451.6
1547417691189,3567.9,3451.6
1547417691389,3567.9,3451.5
1547417692011,3567.9,3451.6
1547417692385,3567.9,3451.5
1547417692635,3567.9,3451.6
1547417692885,3567.9,3451.5
1547417694406,3567.9,3451.7
1547417694457,3568.1,3451.7
1547417695293,3568.1,3451.6
1547417695544,3568.1,3451.7
1547417695798,3568.1,3451.6
1547417698049,3568.1,3451.5
1547417698341,3568.1,3451.6
1547417699573,3568.1,3451.5
1547417699820,3568.1,3451.6
1547417700213,3568.1,3451.5
1547417700714,3568.1,3451.6
1547417700963,3568.1,3451.7
1547417701014,3568.5,3451.7
1547417701214,3568.5,3451.8
1547417702050,3568.5,3451.7
1547417704038,3568.5,3451.6
1547417705064,3568.5,3451.7
1547417706486,3568.5,3451.8
1547417708067,3568.5,3451.9
1547417710086,3568.5,3452
1547417710475,3568.5,3451.9
1547417710721,3568.5,3452
1547417711492,3568.5,3451.9
1547417711746,3568.5,3452
1547417712055,3568.5,3451.9
1547417720758,3568.5,3452
1547417721007,3568.5,3451.9
1547417721257,3568.5,3452
1547417721927,3568.5,3451.9
1547417722178,3568.5,3452
1547417722973,3568.5,3451.9
1547417724075,3568.5,3452
1547417724947,3568.5,3451.9
1547417725197,3568.5,3451.5
1547417725247,3567.9,3451.5
1547417730725,3567.9,3451.8
1547417730775,3568.4,3451.8
1547417730975,3568.4,3451.9
1547417731395,3568.4,3451.8
1547417731645,3568.4,3451.9
1547417731896,3568.4,3451.8
1547417732146,3568.4,3451.9
1547417734772,3568.4,3451.8
1547417737384,3568.4,3451.7
1547417739198,3568.4,3451.8
1547417739608,3568.4,3451.5
1547417739659,3567.9,3451.5
1547417740126,3567.9,3451.6
1547417740715,3567.9,3451.7
1547417740765,3568.1,3451.7
1547417740962,3568.1,3451.8
1547417741213,3568.1,3451.7
1547417741816,3567.9,3451.7
1547417744044,3567.9,3451.6
1547417746248,3567.9,3451.8
1547417747057,3567.9,3451.7
1547417749065,3567.9,3451.6
1547417749532,3567.9,3451.3
1547417751041,3567.9,3451.2
1547417751776,3567.9,3451.5
1547417753049,3567.9,3451.6
1547417757034,3567.9,3451.7
1547417758059,3567.9,3451.6
1547417758310,3567.9,3451.2
1547417758581,3567.9,3451.1
1547417759057,3567.9,3451
1547417759379,3567.9,3450.7
1547417759733,3567.9,3450.6
1547417760028,3567.9,3450.5
1547417761053,3567.9,3450.6
1547417761566,3567.9,3450.2
1547417761616,3567.5,3450.2
1547417763034,3567.5,3450.1
1547417763928,3567.3,3450.1
1547417765070,3567.3,3450.2
1547417765322,3567.3,3450.1
1547417768912,3567.4,3450.1
1547417770382,3567.4,3450.2
1547417770457,3567.7,3450.2
1547417781216,3567.4,3450.2
1547417782293,3567.4,3450
1547417783377,3567.4,3449.9
1547417783628,3567.4,3449.7
1547417783877,3567.4,3449.6
1547417784710,3567.4,3449.7
1547417785064,3567.4,3449.6
1547417785636,3567.4,3449.5
1547417785886,3567.4,3449.6
1547417786666,3567.4,3449.5
1547417786910,3567.4,3449.6
1547417787714,3567.4,3449.5
1547417787965,3567.4,3449.6
1547417788685,3567.4,3449.5
1547417788934,3567.4,3449.6
1547417789703,3567.4,3449.5
1547417789953,3567.4,3449.6
1547417790717,3567.4,3449.5
1547417790967,3567.4,3449.6
1547417791763,3567.4,3449.5
1547417791983,3567.4,3449.6
1547417792753,3567.4,3449.5
1547417793003,3567.4,3449.6
1547417793754,3567.4,3449.5
1547417794004,3567.4,3449.6
1547417794258,3567.4,3449.4
1547417794527,3567.4,3449.5
1547417795034,3567.4,3449.4
1547417795364,3567.4,3449
1547417796443,3567.4,3448.8
1547417797792,3567.4,3448.9
1547417798288,3567.4,3448.8
1547417798538,3567.4,3448.9
1547417798788,3567.4,3448.8
1547417799037,3567.4,3448.9
1547417799653,3567.4,3448.8
1547417799905,3567.4,3448.9
1547417800707,3567.4,3448.8
1547417800956,3567.4,3448.9
1547417801674,3567.4,3448.8
1547417801924,3567.4,3448.9
1547417802174,3567.4,3449
1547417802679,3567.4,3448.9
1547417802993,3567.4,3448.8
1547417803246,3567.4,3448.9
1547417805037,3567.4,3448.8
1547417808395,3567.4,3448.9
1547417808645,3567.4,3448.8
1547417809560,3567.4,3448.9
1547417809811,3567.5,3448.8
1547417810697,3566.6,3448.8
1547417811317,3567,3448.8
1547417811439,3567,3448.7
1547417811553,3567.4,3448.7
1547417811689,3567.4,3448.8
1547417811865,3567.3,3448.8
1547417812054,3567.3,3448.7
1547417813397,3567.3,3448.8
