,Open,High,Low,close
1612794600000,1.20457,1.20637,1.20452,1.20606
1612795500000,1.20606,1.2063,1.20536,1.20563
1612796400000,1.20564,1.2066,1.20545,1.20566
1612797300000,1.20564,1.20622,1.20555,1.20592
1612798200000,1.2059,1.20607,1.20531,1.20567
1612799100000,1.20566,1.20572,1.20463,1.20465
1612800000000,1.20466,1.20519,1.20449,1.20463
1612800900000,1.20464,1.20465,1.20331,1.20392
1612801800000,1.20392,1.20401,1.20353,1.20371
1612802700000,1.20371,1.20455,1.20365,1.20446
1612803600000,1.20445,1.20489,1.20426,1.20475
1612804500000,1.20475,1.20493,1.20452,1.20468
1612805400000,1.20466,1.20511,1.2046,1.20511
1612806300000,1.20511,1.20514,1.20422,1.2047
1612807200000,1.20467,1.20483,1.20437,1.2048
1612808100000,1.20479,1.20491,1.20461,1.20484
1612809000000,1.20482,1.2051,1.20468,1.20498
1612809900000,1.20497,1.20506,1.20484,1.20499
1612810800000,1.205,1.20514,1.20487,1.20509
1612811700000,1.20511,1.20529,1.20487,1.2052
1612812600000,1.20516,1.20536,1.20505,1.20526
1612813500000,1.20528,1.20572,1.20523,1.20553
1612814400000,1.20552,1.20559,1.20515,1.20559
1612815300000,1.20558,1.20567,1.20542,1.20548
1612816200000,1.20548,1.20575,1.20542,1.20548
1612817100000,1.20548,1.20554,1.20501,1.20518
1612818000000,1.20518,1.20518,1.2049,1.20497
1612818900000,1.20496,1.20506,1.2049,1.2049
1612819800000,1.20491,1.20501,1.20484,1.20493
1612820700000,1.20494,1.2052,1.20482,1.20482
1612821600000,1.20482,1.2052,1.20469,1.20513
1612822500000,1.20519,1.20524,1.20489,1.20509
1612823400000,1.20509,1.20516,1.205,1.205
1612824300000,1.205,1.20517,1.205,1.20517
1612825200000,1.20514,1.20523,1.20495,1.20501
1612826100000,1.205,1.20503,1.20471,1.20476
1612827000000,1.20478,1.2051,1.20477,1.20505
1612827900000,1.20505,1.20535,1.20502,1.20522
1613001600000,1.21189,1.21199,1.21179,1.21179
1613002500000,1.21178,1.21185,1.21159,1.21172
1613003400000,1.21174,1.21177,1.21135,1.21143
1613004300000,1.21143,1.21154,1.21134,1.2114
1613005200000,1.21141,1.21157,1.21141,1.21145
1613006100000,1.21145,1.21155,1.21138,1.21152
1613007000000,1.21151,1.21176,1.2114,1.21146
1613007900000,1.21145,1.21175,1.21142,1.21172
1613008800000,1.21171,1.21195,1.21168,1.21195
1613009700000,1.21195,1.21195,1.21174,1.21174
1613010600000,1.21174,1.21192,1.2117,1.21191
1613011500000,1.21191,1.21206,1.2119,1.212
1613012400000,1.21202,1.2122,1.2119,1.21193
1613013300000,1.21192,1.21197,1.21179,1.21196
1613014200000,1.21193,1.21202,1.21179,1.21196
1613015100000,1.21198,1.21218,1.21186,1.21207
1613016000000,1.21208,1.2125,1.21208,1.21245
1613016900000,1.21245,1.21247,1.21231,1.21234
1613017800000,1.21234,1.21239,1.21223,1.21226
1613018700000,1.21226,1.2123,1.21215,1.21215
1613019600000,1.21215,1.21238,1.21215,1.21225
1613020500000,1.21225,1.21266,1.21225,1.21257
1613021400000,1.21259,1.21271,1.21257,1.21266
1613022300000,1.21266,1.21276,1.21256,1.21263
1613023200000,1.21263,1.21291,1.2126,1.21275
1613024100000,1.21275,1.21281,1.21261,1.21264
1613025000000,1.21264,1.21284,1.21264,1.21278
1613025900000,1.21279,1.21299,1.21276,1.21294
1613026800000,1.21294,1.21327,1.21266,1.21282
1613027700000,1.21281,1.21312,1.21269,1.21303
1613028600000,1.21302,1.21302,1.21248,1.21265
1613029500000,1.21266,1.21292,1.21215,1.21233
1613030400000,1.21231,1.21262,1.21196,1.21196
1613031300000,1.21201,1.21237,1.21179,1.21227
1613032200000,1.21228,1.21257,1.21209,1.21242
1613033100000,1.21242,1.21253,1.21197,1.21233
1613034000000,1.21231,1.21317,1.21219,1.21307
1613034900000,1.21308,1.21359,1.21292,1.21342
1613035800000,1.21341,1.21342,1.21253,1.21273
1613036700000,1.21273,1.21316,1.21272,1.21301
1613037600000,1.21302,1.21304,1.21232,1.21248
1613038500000,1.21246,1.21289,1.21239,1.21265
1613039400000,1.21265,1.21293,1.21254,1.21284
1613040300000,1.21284,1.21288,1.21236,1.21236
1613041200000,1.21238,1.21242,1.21208,1.21216
1613042100000,1.21215,1.21271,1.21212,1.21266
1613043000000,1.21266,1.21298,1.21262,1.21294
1613043900000,1.21296,1.21311,1.21266,1.21271
1613044800000,1.21271,1.21318,1.21269,1.21292
1613045700000,1.21292,1.21309,1.21277,1.21303
1613046600000,1.21305,1.21327,1.21295,1.21311
1613047500000,1.2131,1.2135,1.21299,1.2135
1613048400000,1.21351,1.21494,1.21338,1.2147
1613049300000,1.21468,1.2147,1.21439,1.2146
1613050200000,1.2146,1.21484,1.21413,1.21425
1613051100000,1.21426,1.21473,1.21409,1.21436
1613052000000,1.21436,1.21442,1.21345,1.21371
1613052900000,1.21371,1.21384,1.21315,1.21355
1613053800000,1.21355,1.21447,1.21351,1.21431
1613054700000,1.21435,1.21448,1.2132,1.21348
1613055600000,1.21349,1.21408,1.21344,1.21396
1613056500000,1.21394,1.21428,1.21364,1.21387
1613057400000,1.21388,1.21432,1.2136,1.21382
1613058300000,1.21384,1.21401,1.21278,1.21294
1613059200000,1.21296,1.21327,1.21273,1.21299
1613060100000,1.21299,1.213,1.21275,1.21287
1613061000000,1.21288,1.21292,1.21214,1.21274
1613061900000,1.21274,1.21274,1.21243,1.21262
1613062800000,1.21261,1.21279,1.21247,1.21267
1613063700000,1.21269,1.21272,1.21217,1.21221
1613064600000,1.21223,1.21286,1.21219,1.21276
1613065500000,1.21276,1.21292,1.21249,1.2127
1613066400000,1.21271,1.21297,1.21232,1.21294
1613067300000,1.21293,1.2133,1.21272,1.21311
1613068200000,1.21311,1.21324,1.21258,1.21267
1613069100000,1.21267,1.2131,1.21267,1.21309
1613070000000,1.21307,1.21314,1.21266,1.2127
1613070900000,1.21271,1.21314,1.21264,1.2131
1613071800000,1.2131,1.2131,1.21267,1.21303
1613072700000,1.213,1.21316,1.21296,1.21308
1613073600000,1.21307,1.21339,1.21295,1.21336
1613074500000,1.21336,1.21348,1.21324,1.21347
1613075400000,1.21347,1.21367,1.21332,1.21357
1613076300000,1.21358,1.21373,1.21323,1.21324
1613077200000,1.21325,1.21326,1.21302,1.2132
1613078100000,1.21322,1.21325,1.21306,1.21321
1613079000000,1.21322,1.21329,1.21316,1.21321
1613079900000,1.21321,1.2133,1.21276,1.21303
1613080800000,1.21303,1.21332,1.21285,1.21332
1613081700000,1.21335,1.21349,1.21302,1.21318
1613082600000,1.21317,1.21335,1.21308,1.21323
1613083500000,1.21321,1.2135,1.21312,1.21322
1613084400000,1.21323,1.21328,1.21296,1.21301
1613085300000,1.21302,1.2131,1.21276,1.21285
1613086200000,1.21287,1.21299,1.21276,1.21295
1613087100000,1.21296,1.21311,1.21295,1.21304
1613088000000,1.21306,1.21332,1.21294,1.21324
1613088900000,1.21324,1.21329,1.21316,1.21324
1613089800000,1.21322,1.21331,1.21308,1.21323
1613090700000,1.21323,1.21324,1.21247,1.21287
1613091600000,1.21287,1.21301,1.21272,1.21276
1613092500000,1.21277,1.21297,1.21266,1.21292
1613093400000,1.21292,1.21296,1.21274,1.21284
1613094300000,1.21283,1.21283,1.2125,1.21271
1613095200000,1.21269,1.21269,1.21228,1.21247
1613096100000,1.21244,1.21244,1.21216,1.21235
1613097000000,1.21234,1.21239,1.2122,1.21223
1613097900000,1.21224,1.21234,1.21185,1.21197
1613098800000,1.21196,1.21212,1.21191,1.21201
1613099700000,1.212,1.21205,1.21188,1.212
1613100600000,1.21199,1.21207,1.21195,1.21206
1613101500000,1.21206,1.21213,1.2119,1.21191
1613102400000,1.21192,1.21227,1.21191,1.21218
1613103300000,1.21217,1.21229,1.21217,1.2122
1613104200000,1.21219,1.21235,1.21219,1.21227
1613105100000,1.21226,1.21237,1.2122,1.21224
1613106000000,1.21225,1.21227,1.21219,1.21227
1613106900000,1.2123,1.21253,1.2123,1.21243
1613107800000,1.21244,1.21258,1.21238,1.21254
1613108700000,1.21252,1.21316,1.2125,1.21313
1613109600000,1.21313,1.21313,1.21259,1.21268
1613110500000,1.21266,1.21277,1.2126,1.21266
1613111400000,1.21267,1.21277,1.21243,1.21259
1613112300000,1.21258,1.2126,1.21237,1.21254
1613113200000,1.21254,1.21269,1.21213,1.2124
1613114100000,1.21239,1.21251,1.21225,1.21238
1613115000000,1.21239,1.21264,1.2122,1.21262
1613115900000,1.2126,1.21263,1.21123,1.21152
1613116800000,1.21153,1.21188,1.21103,1.21123
1613117700000,1.21121,1.21123,1.21058,1.21084
1613118600000,1.21084,1.21122,1.21079,1.21094
1613119500000,1.21096,1.21096,1.21024,1.21029
1613120400000,1.21031,1.21087,1.21005,1.21053
1613121300000,1.21052,1.21114,1.21002,1.21113
1613122200000,1.21115,1.21115,1.21036,1.21046
1613123100000,1.21046,1.21083,1.2102,1.21081
1613124000000,1.21081,1.21085,1.21044,1.21074
1613124900000,1.21076,1.21118,1.21072,1.21074
1613125800000,1.21074,1.21138,1.21066,1.21079
1613126700000,1.2108,1.21093,1.21051,1.21088
1613127600000,1.21088,1.2109,1.2101,1.21046
1613128500000,1.21045,1.21045,1.20967,1.21005
1613129400000,1.21003,1.21048,1.20998,1.21048
1613130300000,1.21049,1.21084,1.21047,1.2107
1613131200000,1.21068,1.21083,1.21058,1.21068
1613132100000,1.21069,1.21095,1.21026,1.21095
1613133000000,1.21094,1.21148,1.21085,1.21133
1613133900000,1.21132,1.21136,1.21104,1.21125
1613134800000,1.21125,1.21145,1.21076,1.21077
1613135700000,1.21078,1.2108,1.20939,1.20943
1613136600000,1.2094,1.20944,1.2085,1.20898
1613137500000,1.20898,1.20903,1.20841,1.20871
1613138400000,1.20873,1.20923,1.20853,1.20873
1613139300000,1.20875,1.20895,1.20815,1.2089
1613140200000,1.20891,1.20937,1.20856,1.20933
1613141100000,1.20934,1.20962,1.20913,1.20921
1613142000000,1.20919,1.20987,1.20916,1.20922
1613142900000,1.20925,1.21012,1.20918,1.21003
1613143800000,1.21002,1.21056,1.20983,1.21052
1613144700000,1.2105,1.21206,1.21042,1.21193
1613145600000,1.21194,1.21281,1.2115,1.21231
1613146500000,1.21232,1.21264,1.21187,1.21199
1613147400000,1.21201,1.21249,1.21198,1.21227
1613148300000,1.21228,1.21282,1.21224,1.21249
1613149200000,1.2125,1.21282,1.21241,1.21244
1613150100000,1.21243,1.21287,1.21242,1.2128
1613151000000,1.21281,1.21282,1.21247,1.21257
1613151900000,1.21257,1.21263,1.2123,1.21232
1613152800000,1.21231,1.21262,1.21211,1.21211
1613153700000,1.21212,1.21223,1.2119,1.21215
1613154600000,1.21215,1.2123,1.21199,1.21208
1613155500000,1.21206,1.21221,1.21196,1.21213
1613156400000,1.21214,1.21234,1.21206,1.21206
1613157300000,1.21202,1.21211,1.21197,1.21197
1613158200000,1.21195,1.21207,1.21169,1.21171
1613159100000,1.21174,1.21188,1.21155,1.21156
1613160000000,1.21156,1.21162,1.21135,1.21135
1613160900000,1.21135,1.21148,1.21132,1.21146
1613161800000,1.21147,1.21164,1.21131,1.21162
1613162700000,1.21162,1.21189,1.2116,1.21183
1613163600000,1.21183,1.21199,1.21169,1.21199
1613164500000,1.21199,1.21208,1.21191,1.21191
1613165400000,1.21191,1.2121,1.21186,1.21188
1613166300000,1.21189,1.21199,1.21177,1.21177
1613167200000,1.21177,1.21177,1.21177,1.21177
1613168100000,1.21177,1.21177,1.21177,1.21177
1613169000000,1.21177,1.21177,1.21177,1.21177
1613169900000,1.21177,1.21177,1.21177,1.21177
1613170800000,1.21177,1.21177,1.21177,1.21177
1613171700000,1.21177,1.21177,1.21177,1.21177
1613172600000,1.21177,1.21177,1.21177,1.21177
1613173500000,1.21177,1.21177,1.21177,1.21177
1613174400000,1.21177,1.21177,1.21177,1.21177
1613175300000,1.21177,1.21177,1.21177,1.21177
1613176200000,1.21177,1.21177,1.21177,1.21177
1613177100000,1.21177,1.21177,1.21177,1.21177
1613178000000,1.21177,1.21177,1.21177,1.21177
1613178900000,1.21177,1.21177,1.21177,1.21177
1613179800000,1.21177,1.21177,1.21177,1.21177
1613180700000,1.21177,1.21177,1.21177,1.21177
1613181600000,1.21177,1.21177,1.21177,1.21177
1613182500000,1.21177,1.21177,1.21177,1.21177
1613183400000,1.21177,1.21177,1.21177,1.21177
1613184300000,1.21177,1.21177,1.21177,1.21177
1613185200000,1.21177,1.21177,1.21177,1.21177
1613186100000,1.21177,1.21177,1.21177,1.21177
1613187000000,1.21177,1.21177,1.21177,1.21177
1613187900000,1.21177,1.21177,1.21177,1.21177
1613188800000,1.21177,1.21177,1.21177,1.21177
1613189700000,1.21177,1.21177,1.21177,1.21177
1613190600000,1.21177,1.21177,1.21177,1.21177
1613191500000,1.21177,1.21177,1.21177,1.21177
1613192400000,1.21177,1.21177,1.21177,1.21177
1613193300000,1.21177,1.21177,1.21177,1.21177
1613194200000,1.21177,1.21177,1.21177,1.21177
1613195100000,1.21177,1.21177,1.21177,1.21177
1613196000000,1.21177,1.21177,1.21177,1.21177
1613196900000,1.21177,1.21177,1.21177,1.21177
1613197800000,1.21177,1.21177,1.21177,1.21177
1613198700000,1.21177,1.21177,1.21177,1.21177
1613199600000,1.21177,1.21177,1.21177,1.21177
1613200500000,1.21177,1.21177,1.21177,1.21177
1613201400000,1.21177,1.21177,1.21177,1.21177
1613202300000,1.21177,1.21177,1.21177,1.21177
1613203200000,1.21177,1.21177,1.21177,1.21177
1613204100000,1.21177,1.21177,1.21177,1.21177
1613205000000,1.21177,1.21177,1.21177,1.21177
1613205900000,1.21177,1.21177,1.21177,1.21177
1613206800000,1.21177,1.21177,1.21177,1.21177
1613207700000,1.21177,1.21177,1.21177,1.21177
1613208600000,1.21177,1.21177,1.21177,1.21177
1613209500000,1.21177,1.21177,1.21177,1.21177
1613210400000,1.21177,1.21177,1.21177,1.21177
1613211300000,1.21177,1.21177,1.21177,1.21177
1613212200000,1.21177,1.21177,1.21177,1.21177
1613213100000,1.21177,1.21177,1.21177,1.21177
1613214000000,1.21177,1.21177,1.21177,1.21177
1613214900000,1.21177,1.21177,1.21177,1.21177
1613215800000,1.21177,1.21177,1.21177,1.21177
1613216700000,1.21177,1.21177,1.21177,1.21177
1613217600000,1.21177,1.21177,1.21177,1.21177
1613218500000,1.21177,1.21177,1.21177,1.21177
1613219400000,1.21177,1.21177,1.21177,1.21177
1613220300000,1.21177,1.21177,1.21177,1.21177
1613221200000,1.21177,1.21177,1.21177,1.21177
1613222100000,1.21177,1.21177,1.21177,1.21177
1613223000000,1.21177,1.21177,1.21177,1.21177
1613223900000,1.21177,1.21177,1.21177,1.21177
1613224800000,1.21177,1.21177,1.21177,1.21177
1613225700000,1.21177,1.21177,1.21177,1.21177
1613226600000,1.21177,1.21177,1.21177,1.21177
1613227500000,1.21177,1.21177,1.21177,1.21177
1613228400000,1.21177,1.21177,1.21177,1.21177
1613229300000,1.21177,1.21177,1.21177,1.21177
1613230200000,1.21177,1.21177,1.21177,1.21177
1613231100000,1.21177,1.21177,1.21177,1.21177
1613232000000,1.21177,1.21177,1.21177,1.21177
1613232900000,1.21177,1.21177,1.21177,1.21177
1613233800000,1.21177,1.21177,1.21177,1.21177
1613234700000,1.21177,1.21177,1.21177,1.21177
1613235600000,1.21177,1.21177,1.21177,1.21177
1613236500000,1.21177,1.21177,1.21177,1.21177
1613237400000,1.21177,1.21177,1.21177,1.21177
1613238300000,1.21177,1.21177,1.21177,1.21177
1613239200000,1.21177,1.21177,1.21177,1.21177
1613240100000,1.21177,1.21177,1.21177,1.21177
1613241000000,1.21177,1.21177,1.21177,1.21177
1613241900000,1.21177,1.21177,1.21177,1.21177
1613242800000,1.21177,1.21177,1.21177,1.21177
1613243700000,1.21177,1.21177,1.21177,1.21177
1613244600000,1.21177,1.21177,1.21177,1.21177
1613245500000,1.21177,1.21177,1.21177,1.21177
1613246400000,1.21177,1.21177,1.21177,1.21177
1613247300000,1.21177,1.21177,1.21177,1.21177
1613248200000,1.21177,1.21177,1.21177,1.21177
1613249100000,1.21177,1.21177,1.21177,1.21177
1613250000000,1.21177,1.21177,1.21177,1.21177
1613250900000,1.21177,1.21177,1.21177,1.21177
1613251800000,1.21177,1.21177,1.21177,1.21177
1613252700000,1.21177,1.21177,1.21177,1.21177
1613253600000,1.21177,1.21177,1.21177,1.21177
1613254500000,1.21177,1.21177,1.21177,1.21177
1613255400000,1.21177,1.21177,1.21177,1.21177
1613256300000,1.21177,1.21177,1.21177,1.21177
1613257200000,1.21177,1.21177,1.21177,1.21177
1613258100000,1.21177,1.21177,1.21177,1.21177
1613259000000,1.21177,1.21177,1.21177,1.21177
1613259900000,1.21177,1.21177,1.21177,1.21177
1613260800000,1.21177,1.21177,1.21177,1.21177
1613261700000,1.21177,1.21177,1.21177,1.21177
1613262600000,1.21177,1.21177,1.21177,1.21177
1613263500000,1.21177,1.21177,1.21177,1.21177
1613264400000,1.21177,1.21177,1.21177,1.21177
1613265300000,1.21177,1.21177,1.21177,1.21177
1613266200000,1.21177,1.21177,1.21177,1.21177
1613267100000,1.21177,1.21177,1.21177,1.21177
1613268000000,1.21177,1.21177,1.21177,1.21177
1613268900000,1.21177,1.21177,1.21177,1.21177
1613269800000,1.21177,1.21177,1.21177,1.21177
1613270700000,1.21177,1.21177,1.21177,1.21177
1613271600000,1.21177,1.21177,1.21177,1.21177
1613272500000,1.21177,1.21177,1.21177,1.21177
1613273400000,1.21177,1.21177,1.21177,1.21177
1613274300000,1.21177,1.21177,1.21177,1.21177
1613275200000,1.21177,1.21177,1.21177,1.21177
1613276100000,1.21177,1.21177,1.21177,1.21177
1613277000000,1.21177,1.21177,1.21177,1.21177
1613277900000,1.21177,1.21177,1.21177,1.21177
1613278800000,1.21177,1.21177,1.21177,1.21177
1613279700000,1.21177,1.21177,1.21177,1.21177
1613280600000,1.21177,1.21177,1.21177,1.21177
1613281500000,1.21177,1.21177,1.21177,1.21177
1613282400000,1.21177,1.21177,1.21177,1.21177
1613283300000,1.21177,1.21177,1.21177,1.21177
1613284200000,1.21177,1.21177,1.21177,1.21177
1613285100000,1.21177,1.21177,1.21177,1.21177
1613286000000,1.21177,1.21177,1.21177,1.21177
1613286900000,1.21177,1.21177,1.21177,1.21177
1613287800000,1.21177,1.21177,1.21177,1.21177
1613288700000,1.21177,1.21177,1.21177,1.21177
1613289600000,1.21177,1.21177,1.21177,1.21177
1613290500000,1.21177,1.21177,1.21177,1.21177
1613291400000,1.21177,1.21177,1.21177,1.21177
1613292300000,1.21177,1.21177,1.21177,1.21177
1613293200000,1.21177,1.21177,1.21177,1.21177
1613294100000,1.21177,1.21177,1.21177,1.21177
1613295000000,1.21177,1.21177,1.21177,1.21177
1613295900000,1.21177,1.21177,1.21177,1.21177
1613296800000,1.21177,1.21177,1.21177,1.21177
1613297700000,1.21177,1.21177,1.21177,1.21177
1613298600000,1.21177,1.21177,1.21177,1.21177
1613299500000,1.21177,1.21177,1.21177,1.21177
1613300400000,1.21177,1.21177,1.21177,1.21177
1613301300000,1.21177,1.21177,1.21177,1.21177
1613302200000,1.21177,1.21177,1.21177,1.21177
1613303100000,1.21177,1.21177,1.21177,1.21177
1613304000000,1.21177,1.21177,1.21177,1.21177
1613304900000,1.21177,1.21177,1.21177,1.21177
1613305800000,1.21177,1.21177,1.21177,1.21177
1613306700000,1.21177,1.21177,1.21177,1.21177
1613307600000,1.21177,1.21177,1.21177,1.21177
1613308500000,1.21177,1.21177,1.21177,1.21177
1613309400000,1.21177,1.21177,1.21177,1.21177
1613310300000,1.21177,1.21177,1.21177,1.21177
1613311200000,1.21177,1.21177,1.21177,1.21177
1613312100000,1.21177,1.21177,1.21177,1.21177
1613313000000,1.21177,1.21177,1.21177,1.21177
1613313900000,1.21177,1.21177,1.21177,1.21177
1613314800000,1.21177,1.21177,1.21177,1.21177
1613315700000,1.21177,1.21177,1.21177,1.21177
1613316600000,1.21177,1.21177,1.21177,1.21177
1613317500000,1.21177,1.21177,1.21177,1.21177
1613318400000,1.21177,1.21177,1.21177,1.21177
1613319300000,1.21177,1.21177,1.21177,1.21177
1613320200000,1.21177,1.21177,1.21177,1.21177
1613321100000,1.21177,1.21177,1.21177,1.21177
1613322000000,1.21177,1.21177,1.21177,1.21177
1613322900000,1.21177,1.21177,1.21177,1.21177
1613323800000,1.21177,1.21177,1.21177,1.21177
1613324700000,1.21177,1.21177,1.21177,1.21177
1613325600000,1.21177,1.21177,1.21177,1.21177
1613326500000,1.21177,1.21177,1.21177,1.21177
1613327400000,1.21177,1.21177,1.21177,1.21177
1613328300000,1.21177,1.21177,1.21177,1.21177
1613329200000,1.21177,1.21177,1.21177,1.21177
1613330100000,1.21177,1.21177,1.21177,1.21177
1613331000000,1.21177,1.21177,1.21177,1.21177
1613331900000,1.21177,1.21177,1.21177,1.21177
1613332800000,1.21177,1.21177,1.21177,1.21177
1613333700000,1.21177,1.21177,1.21177,1.21177
1613334600000,1.21177,1.21177,1.21177,1.21177
1613335500000,1.21177,1.21177,1.21177,1.21177
1613336400000,1.21177,1.21177,1.21177,1.21177
1613337300000,1.21177,1.21177,1.21177,1.21177
1613338200000,1.21177,1.21177,1.21177,1.21177
1613339100000,1.21177,1.21177,1.21177,1.21177
1613340000000,1.21244,1.21248,1.21215,1.21217
1613340900000,1.21218,1.21218,1.21191,1.21207
1613341800000,1.21207,1.21237,1.21207,1.21215
1613342700000,1.21219,1.21237,1.21215,1.21231
1613343600000,1.2123,1.21249,1.21222,1.21246
1613344500000,1.21247,1.21251,1.21222,1.21227
1613345400000,1.21227,1.21227,1.21207,1.21216
1613346300000,1.21217,1.21219,1.21202,1.21204
1613347200000,1.21206,1.21207,1.21167,1.21178
1613348100000,1.21179,1.21228,1.21176,1.21225
1613349000000,1.21223,1.21232,1.21214,1.2122
1613349900000,1.2122,1.21229,1.21208,1.2121
1613350800000,1.2121,1.21225,1.21174,1.21189
1613351700000,1.2119,1.21223,1.21184,1.21221
1613352600000,1.21221,1.21279,1.21218,1.21258
1613353500000,1.21259,1.21284,1.21249,1.21267
1613354400000,1.21266,1.21293,1.21255,1.21269
1613355300000,1.2127,1.21329,1.21269,1.21298
1613356200000,1.21298,1.21313,1.21287,1.21291
1613357100000,1.21292,1.21326,1.21292,1.21325
1613358000000,1.21325,1.21336,1.21298,1.21335
1613358900000,1.21334,1.2135,1.2133,1.21347
1613359800000,1.21345,1.2135,1.21324,1.2134
1613360700000,1.2134,1.21376,1.2134,1.2134
1613361600000,1.21341,1.21368,1.21337,1.21349
1613362500000,1.2135,1.21357,1.21321,1.21322
1613363400000,1.21324,1.21331,1.21318,1.21318
1613364300000,1.21317,1.21323,1.21311,1.21321
1613365200000,1.2132,1.21363,1.2132,1.21343
1613366100000,1.21341,1.21387,1.21338,1.21384
1613367000000,1.21383,1.21397,1.21377,1.21394
1613367900000,1.21394,1.21402,1.21377,1.21379
1613368800000,1.21378,1.21404,1.21372,1.21398
1613369700000,1.21398,1.214,1.21386,1.21394
1613370600000,1.21394,1.21399,1.21372,1.21373
1613371500000,1.21373,1.21376,1.21343,1.21346
1613372400000,1.21348,1.21375,1.21337,1.21348
1613373300000,1.21351,1.21378,1.21339,1.21369
1613374200000,1.21368,1.21369,1.21308,1.21318
1613375100000,1.21317,1.21369,1.21307,1.2133
1613376000000,1.21329,1.2145,1.21309,1.21441
1613376900000,1.21442,1.21451,1.21366,1.21374
1613377800000,1.21374,1.21413,1.21336,1.21357
1613378700000,1.21357,1.21414,1.21346,1.21397
1613379600000,1.21398,1.21408,1.21329,1.21391
1613380500000,1.2139,1.21412,1.21372,1.21409
1613381400000,1.21409,1.21446,1.21371,1.21424
1613382300000,1.21424,1.21447,1.21341,1.21345
1613383200000,1.21344,1.21375,1.21326,1.21337
1613384100000,1.21338,1.21364,1.21311,1.2132
1613385000000,1.21321,1.21349,1.21315,1.21326
1613385900000,1.21327,1.21338,1.21311,1.21335
1613386800000,1.21335,1.21353,1.21296,1.21345
1613387700000,1.21346,1.2139,1.21346,1.21379
1613388600000,1.21382,1.21403,1.21355,1.21369
1613389500000,1.21371,1.21383,1.21305,1.21327
1613390400000,1.21326,1.21328,1.21245,1.2125
1613391300000,1.21248,1.21288,1.21238,1.21285
1613392200000,1.21284,1.21324,1.21279,1.2131
1613393100000,1.21309,1.21334,1.21302,1.21302
1613394000000,1.21303,1.21306,1.2126,1.21285
1613394900000,1.21286,1.21335,1.21283,1.21326
1613395800000,1.21324,1.21329,1.21277,1.21299
1613396700000,1.213,1.213,1.21253,1.21267
1613397600000,1.21268,1.21277,1.21207,1.21241
1613398500000,1.21242,1.21267,1.21228,1.21247
1613399400000,1.21246,1.21272,1.21227,1.21252
1613400300000,1.21252,1.21255,1.21228,1.21239
1613401200000,1.21239,1.21267,1.21232,1.21243
1613402100000,1.21242,1.21284,1.2123,1.21231
1613403000000,1.21228,1.21275,1.21228,1.21273
1613403900000,1.21274,1.21324,1.21267,1.21314
1613404800000,1.21314,1.21323,1.21267,1.21308
1613405700000,1.21308,1.21347,1.21302,1.21318
1613406600000,1.21317,1.21318,1.21277,1.21314
1613407500000,1.21313,1.21374,1.2131,1.21367
1613408400000,1.21366,1.21381,1.21354,1.21362
1613409300000,1.21362,1.21365,1.21326,1.2136
1613410200000,1.2136,1.21361,1.21326,1.2133
1613411100000,1.21332,1.21333,1.21297,1.21309
1613412000000,1.2131,1.21337,1.21299,1.21336
1613412900000,1.21335,1.21347,1.21331,1.21331
1613413800000,1.21332,1.21344,1.21332,1.21337
1613414700000,1.21336,1.21337,1.21294,1.21311
1613415600000,1.21311,1.2132,1.21305,1.21317
1613416500000,1.21316,1.21318,1.21303,1.21311
1613417400000,1.21311,1.21321,1.21298,1.21304
1613418300000,1.21305,1.21315,1.21296,1.21305
1613419200000,1.21306,1.21309,1.21304,1.21307
1613420100000,1.21307,1.21314,1.21302,1.21307
1613421000000,1.21307,1.21316,1.21306,1.21312
1613421900000,1.21312,1.21313,1.21301,1.21306
1613422800000,1.21311,1.21342,1.21307,1.21327
1613423700000,1.21326,1.21336,1.21297,1.21307
1613424600000,1.21307,1.21311,1.21289,1.21289
1613425500000,1.21289,1.2129,1.21257,1.21274
1613426400000,1.21269,1.21314,1.21269,1.21287
1613427300000,1.21309,1.21309,1.21274,1.21277
1613428200000,1.21277,1.21283,1.21248,1.21282
1613429100000,1.21281,1.21304,1.21263,1.21284
1613430000000,1.21293,1.21301,1.21268,1.21298
1613430900000,1.21297,1.21298,1.21272,1.21287
1613431800000,1.21287,1.21308,1.21285,1.21303
1613432700000,1.21303,1.21327,1.21303,1.2132
1613779200000,1.21167,1.21167,1.21167,1.21167
1613780100000,1.21167,1.21167,1.21167,1.21167
1613781000000,1.21167,1.21167,1.21167,1.21167
1613781900000,1.21167,1.21167,1.21167,1.21167
1613782800000,1.21167,1.21167,1.21167,1.21167
1613783700000,1.21167,1.21167,1.21167,1.21167
1613784600000,1.21167,1.21167,1.21167,1.21167
1613785500000,1.21167,1.21167,1.21167,1.21167
1613786400000,1.21167,1.21167,1.21167,1.21167
1613787300000,1.21167,1.21167,1.21167,1.21167
1613788200000,1.21167,1.21167,1.21167,1.21167
1613789100000,1.21167,1.21167,1.21167,1.21167
1613790000000,1.21167,1.21167,1.21167,1.21167
1613790900000,1.21167,1.21167,1.21167,1.21167
1613791800000,1.21167,1.21167,1.21167,1.21167
1613792700000,1.21167,1.21167,1.21167,1.21167
1613793600000,1.21167,1.21167,1.21167,1.21167
1613794500000,1.21167,1.21167,1.21167,1.21167
1613795400000,1.21167,1.21167,1.21167,1.21167
1613796300000,1.21167,1.21167,1.21167,1.21167
