,Open,High,Low,close
1613797200000,1.21167,1.21167,1.21167,1.21167
1613798100000,1.21167,1.21167,1.21167,1.21167
1613799000000,1.21167,1.21167,1.21167,1.21167
1613799900000,1.21167,1.21167,1.21167,1.21167
1613800800000,1.21167,1.21167,1.21167,1.21167
1613801700000,1.21167,1.21167,1.21167,1.21167
1613802600000,1.21167,1.21167,1.21167,1.21167
1613803500000,1.21167,1.21167,1.21167,1.21167
1613804400000,1.21167,1.21167,1.21167,1.21167
1613805300000,1.21167,1.21167,1.21167,1.21167
1613806200000,1.21167,1.21167,1.21167,1.21167
1613807100000,1.21167,1.21167,1.21167,1.21167
1613808000000,1.21167,1.21167,1.21167,1.21167
1613808900000,1.21167,1.21167,1.21167,1.21167
1613809800000,1.21167,1.21167,1.21167,1.21167
1613810700000,1.21167,1.21167,1.21167,1.21167
1613811600000,1.21167,1.21167,1.21167,1.21167
1613812500000,1.21167,1.21167,1.21167,1.21167
1613813400000,1.21167,1.21167,1.21167,1.21167
1613814300000,1.21167,1.21167,1.21167,1.21167
1613815200000,1.21167,1.21167,1.21167,1.21167
1613816100000,1.21167,1.21167,1.21167,1.21167
1613817000000,1.21167,1.21167,1.21167,1.21167
1613817900000,1.21167,1.21167,1.21167,1.21167
1613818800000,1.21167,1.21167,1.21167,1.21167
1613819700000,1.21167,1.21167,1.21167,1.21167
1613820600000,1.21167,1.21167,1.21167,1.21167
1613821500000,1.21167,1.21167,1.21167,1.21167
1613822400000,1.21167,1.21167,1.21167,1.21167
1613823300000,1.21167,1.21167,1.21167,1.21167
1613824200000,1.21167,1.21167,1.21167,1.21167
1613825100000,1.21167,1.21167,1.21167,1.21167
1613826000000,1.21167,1.21167,1.21167,1.21167
1613826900000,1.21167,1.21167,1.21167,1.21167
1613827800000,1.21167,1.21167,1.21167,1.21167
1613828700000,1.21167,1.21167,1.21167,1.21167
1613829600000,1.21167,1.21167,1.21167,1.21167
1613830500000,1.21167,1.21167,1.21167,1.21167
1613831400000,1.21167,1.21167,1.21167,1.21167
1613832300000,1.21167,1.21167,1.21167,1.21167
1613833200000,1.21167,1.21167,1.21167,1.21167
1613834100000,1.21167,1.21167,1.21167,1.21167
1613835000000,1.21167,1.21167,1.21167,1.21167
1613835900000,1.21167,1.21167,1.21167,1.21167
1613836800000,1.21167,1.21167,1.21167,1.21167
1613837700000,1.21167,1.21167,1.21167,1.21167
1613838600000,1.21167,1.21167,1.21167,1.21167
1613839500000,1.21167,1.21167,1.21167,1.21167
1613840400000,1.21167,1.21167,1.21167,1.21167
1613841300000,1.21167,1.21167,1.21167,1.21167
1613842200000,1.21167,1.21167,1.21167,1.21167
1613843100000,1.21167,1.21167,1.21167,1.21167
1613844000000,1.21167,1.21167,1.21167,1.21167
1613844900000,1.21167,1.21167,1.21167,1.21167
1613845800000,1.21167,1.21167,1.21167,1.21167
1613846700000,1.21167,1.21167,1.21167,1.21167
1613847600000,1.21167,1.21167,1.21167,1.21167
1613848500000,1.21167,1.21167,1.21167,1.21167
1613849400000,1.21167,1.21167,1.21167,1.21167
1613850300000,1.21167,1.21167,1.21167,1.21167
1613851200000,1.21167,1.21167,1.21167,1.21167
1613852100000,1.21167,1.21167,1.21167,1.21167
1613853000000,1.21167,1.21167,1.21167,1.21167
1613853900000,1.21167,1.21167,1.21167,1.21167
1613854800000,1.21167,1.21167,1.21167,1.21167
1613855700000,1.21167,1.21167,1.21167,1.21167
1613856600000,1.21167,1.21167,1.21167,1.21167
1613857500000,1.21167,1.21167,1.21167,1.21167
1613858400000,1.21167,1.21167,1.21167,1.21167
1613859300000,1.21167,1.21167,1.21167,1.21167
1613860200000,1.21167,1.21167,1.21167,1.21167
1613861100000,1.21167,1.21167,1.21167,1.21167
1613862000000,1.21167,1.21167,1.21167,1.21167
1613862900000,1.21167,1.21167,1.21167,1.21167
1613863800000,1.21167,1.21167,1.21167,1.21167
1613864700000,1.21167,1.21167,1.21167,1.21167
1613865600000,1.21167,1.21167,1.21167,1.21167
1613866500000,1.21167,1.21167,1.21167,1.21167
1613867400000,1.21167,1.21167,1.21167,1.21167
1613868300000,1.21167,1.21167,1.21167,1.21167
1613869200000,1.21167,1.21167,1.21167,1.21167
1613870100000,1.21167,1.21167,1.21167,1.21167
1613871000000,1.21167,1.21167,1.21167,1.21167
1613871900000,1.21167,1.21167,1.21167,1.21167
1613872800000,1.21167,1.21167,1.21167,1.21167
1613873700000,1.21167,1.21167,1.21167,1.21167
1613874600000,1.21167,1.21167,1.21167,1.21167
1613875500000,1.21167,1.21167,1.21167,1.21167
1613876400000,1.21167,1.21167,1.21167,1.21167
1613877300000,1.21167,1.21167,1.21167,1.21167
1613878200000,1.21167,1.21167,1.21167,1.21167
1613879100000,1.21167,1.21167,1.21167,1.21167
1613880000000,1.21167,1.21167,1.21167,1.21167
1613880900000,1.21167,1.21167,1.21167,1.21167
1613881800000,1.21167,1.21167,1.21167,1.21167
1613882700000,1.21167,1.21167,1.21167,1.21167
1613883600000,1.21167,1.21167,1.21167,1.21167
1613884500000,1.21167,1.21167,1.21167,1.21167
1613885400000,1.21167,1.21167,1.21167,1.21167
1613886300000,1.21167,1.21167,1.21167,1.21167
1613887200000,1.21167,1.21167,1.21167,1.21167
1613888100000,1.21167,1.21167,1.21167,1.21167
1613889000000,1.21167,1.21167,1.21167,1.21167
1613889900000,1.21167,1.21167,1.21167,1.21167
1613890800000,1.21167,1.21167,1.21167,1.21167
1613891700000,1.21167,1.21167,1.21167,1.21167
1613892600000,1.21167,1.21167,1.21167,1.21167
1613893500000,1.21167,1.21167,1.21167,1.21167
1613894400000,1.21167,1.21167,1.21167,1.21167
1613895300000,1.21167,1.21167,1.21167,1.21167
1613896200000,1.21167,1.21167,1.21167,1.21167
1613897100000,1.21167,1.21167,1.21167,1.21167
1613898000000,1.21167,1.21167,1.21167,1.21167
1613898900000,1.21167,1.21167,1.21167,1.21167
1613899800000,1.21167,1.21167,1.21167,1.21167
1613900700000,1.21167,1.21167,1.21167,1.21167
1613901600000,1.21167,1.21167,1.21167,1.21167
1613902500000,1.21167,1.21167,1.21167,1.21167
1613903400000,1.21167,1.21167,1.21167,1.21167
1613904300000,1.21167,1.21167,1.21167,1.21167
1613905200000,1.21167,1.21167,1.21167,1.21167
1613906100000,1.21167,1.21167,1.21167,1.21167
1613907000000,1.21167,1.21167,1.21167,1.21167
1613907900000,1.21167,1.21167,1.21167,1.21167
1613908800000,1.21167,1.21167,1.21167,1.21167
1613909700000,1.21167,1.21167,1.21167,1.21167
1613910600000,1.21167,1.21167,1.21167,1.21167
1613911500000,1.21167,1.21167,1.21167,1.21167
1613912400000,1.21167,1.21167,1.21167,1.21167
1613913300000,1.21167,1.21167,1.21167,1.21167
1613914200000,1.21167,1.21167,1.21167,1.21167
1613915100000,1.21167,1.21167,1.21167,1.21167
1613916000000,1.21167,1.21167,1.21167,1.21167
1613916900000,1.21167,1.21167,1.21167,1.21167
1613917800000,1.21167,1.21167,1.21167,1.21167
1613918700000,1.21167,1.21167,1.21167,1.21167
1613919600000,1.21167,1.21167,1.21167,1.21167
1613920500000,1.21167,1.21167,1.21167,1.21167
1613921400000,1.21167,1.21167,1.21167,1.21167
1613922300000,1.21167,1.21167,1.21167,1.21167
1613923200000,1.21167,1.21167,1.21167,1.21167
1613924100000,1.21167,1.21167,1.21167,1.21167
1613925000000,1.21167,1.21167,1.21167,1.21167
1613925900000,1.21167,1.21167,1.21167,1.21167
1613926800000,1.21167,1.21167,1.21167,1.21167
1613927700000,1.21167,1.21167,1.21167,1.21167
1613928600000,1.21167,1.21167,1.21167,1.21167
1613929500000,1.21167,1.21167,1.21167,1.21167
1613930400000,1.21167,1.21167,1.21167,1.21167
1613931300000,1.21167,1.21167,1.21167,1.21167
1613932200000,1.21167,1.21167,1.21167,1.21167
1613933100000,1.21167,1.21167,1.21167,1.21167
1613934000000,1.21167,1.21167,1.21167,1.21167
1613934900000,1.21167,1.21167,1.21167,1.21167
1613935800000,1.21167,1.21167,1.21167,1.21167
1613936700000,1.21167,1.21167,1.21167,1.21167
1613937600000,1.21167,1.21167,1.21167,1.21167
1613938500000,1.21167,1.21167,1.21167,1.21167
1613939400000,1.21167,1.21167,1.21167,1.21167
1613940300000,1.21167,1.21167,1.21167,1.21167
1613941200000,1.21167,1.21167,1.21167,1.21167
1613942100000,1.21167,1.21167,1.21167,1.21167
1613943000000,1.21167,1.21167,1.21167,1.21167
1613943900000,1.21167,1.21167,1.21167,1.21167
1613944800000,1.21151,1.21256,1.21141,1.21219
1613945700000,1.21226,1.21226,1.21202,1.21202
1613946600000,1.21213,1.2122,1.21196,1.21218
1613947500000,1.21211,1.21221,1.21193,1.21212
1613948400000,1.21212,1.21249,1.21207,1.21214
1613949300000,1.2121,1.2121,1.21158,1.21165
1613950200000,1.21167,1.2124,1.21148,1.2123
1613951100000,1.21233,1.21292,1.21233,1.21247
1613952000000,1.21246,1.21258,1.21204,1.21257
1613952900000,1.21256,1.21261,1.2123,1.21238
1613953800000,1.21239,1.2131,1.21239,1.21273
1613954700000,1.21273,1.21273,1.2123,1.21235
1613955600000,1.21233,1.21281,1.21233,1.21278
1613956500000,1.21279,1.21355,1.21275,1.21339
1613957400000,1.21338,1.21338,1.21296,1.21306
1613958300000,1.21307,1.21313,1.21263,1.21264
1613959200000,1.21263,1.21291,1.21208,1.21223
1613960100000,1.21222,1.21229,1.2117,1.21192
1613961000000,1.21193,1.212,1.21167,1.21172
1613961900000,1.21173,1.21207,1.21124,1.212
1613962800000,1.212,1.21204,1.21163,1.21188
1613963700000,1.2119,1.21204,1.21174,1.21178
1613964600000,1.21177,1.21195,1.21159,1.21188
1613965500000,1.21189,1.21206,1.2118,1.21196
1613966400000,1.21199,1.21218,1.21199,1.21216
1613967300000,1.21215,1.21232,1.21211,1.2123
1613968200000,1.2123,1.21236,1.21223,1.21231
1613969100000,1.21231,1.21234,1.21193,1.21205
1613970000000,1.21206,1.21215,1.21188,1.21202
1613970900000,1.21202,1.21222,1.21184,1.21222
1613971800000,1.21222,1.21231,1.21205,1.21208
1613972700000,1.21207,1.21216,1.212,1.21202
1613973600000,1.21204,1.21219,1.21193,1.21215
1613974500000,1.21215,1.21237,1.2121,1.2123
1613975400000,1.2123,1.21242,1.21194,1.21198
1613976300000,1.21199,1.21204,1.21188,1.21195
1613977200000,1.21193,1.21193,1.21115,1.21127
1613978100000,1.21126,1.21127,1.21052,1.21082
1613979000000,1.2108,1.21119,1.21059,1.21099
1613979900000,1.21098,1.21112,1.21052,1.21096
1613980800000,1.21095,1.21236,1.21086,1.21196
1613981700000,1.21198,1.21198,1.21008,1.21009
1613982600000,1.21007,1.21007,1.20922,1.20928
1613983500000,1.20927,1.21022,1.20911,1.21001
1613984400000,1.21001,1.21062,1.20976,1.21053
1613985300000,1.21053,1.21133,1.21015,1.21074
1613986200000,1.21073,1.2117,1.2107,1.21106
1613987100000,1.21106,1.2112,1.21032,1.21081
1613988000000,1.2108,1.21169,1.21077,1.21163
1613988900000,1.21163,1.21211,1.21153,1.21185
1613989800000,1.21183,1.21349,1.21178,1.21326
1613990700000,1.21323,1.21326,1.21277,1.21291
1613991600000,1.21292,1.21326,1.2126,1.21322
1613992500000,1.21319,1.21443,1.21277,1.21374
1613993400000,1.21374,1.21432,1.21357,1.21404
1613994300000,1.21405,1.21436,1.21347,1.21366
1613995200000,1.21365,1.21383,1.21338,1.2137
1613996100000,1.21371,1.21407,1.2134,1.2136
1613997000000,1.21359,1.21385,1.21314,1.21322
1613997900000,1.21324,1.2138,1.21317,1.21363
1613998800000,1.21366,1.21392,1.21293,1.21326
1613999700000,1.21332,1.21362,1.21305,1.21324
1614000600000,1.21322,1.21489,1.21317,1.21485
1614001500000,1.21486,1.21542,1.21456,1.21473
1614002400000,1.21472,1.21493,1.21408,1.21425
1614003300000,1.21425,1.2146,1.21372,1.2145
1614004200000,1.21451,1.2146,1.2129,1.21422
1614005100000,1.21425,1.21473,1.21385,1.21459
1614006000000,1.21457,1.21541,1.21429,1.21525
1614006900000,1.21523,1.21523,1.21429,1.21485
1614007800000,1.21486,1.21491,1.21434,1.2148
1614008700000,1.21482,1.21487,1.21337,1.21387
1614009600000,1.21389,1.21463,1.21352,1.2146
1614010500000,1.2146,1.21504,1.21412,1.21486
1614011400000,1.21487,1.21506,1.2145,1.21502
1614012300000,1.21501,1.21563,1.21491,1.21546
1614013200000,1.21548,1.21609,1.21532,1.21577
1614014100000,1.21577,1.21635,1.21574,1.21633
1614015000000,1.21633,1.21673,1.21631,1.21654
1614015900000,1.21655,1.21676,1.21648,1.21652
1614016800000,1.21651,1.21655,1.21634,1.21645
1614017700000,1.21647,1.21666,1.21634,1.21639
1614018600000,1.21639,1.21693,1.21638,1.21686
1614019500000,1.21686,1.2169,1.21653,1.21654
1614020400000,1.21655,1.21675,1.21646,1.2167
1614021300000,1.21671,1.21685,1.21661,1.21678
1614022200000,1.21679,1.21685,1.21654,1.2168
1614023100000,1.21681,1.2169,1.21655,1.21674
1614024000000,1.21674,1.21674,1.21591,1.21594
1614024900000,1.21596,1.21609,1.21562,1.21579
1614025800000,1.21579,1.21585,1.21548,1.21567
1614026700000,1.21568,1.21569,1.21512,1.21513
1614027600000,1.21512,1.21533,1.21505,1.21527
1614028500000,1.21529,1.21547,1.21518,1.21542
1614029400000,1.21544,1.2155,1.2153,1.21533
1614030300000,1.21533,1.21588,1.21531,1.21551
1614031200000,1.21551,1.21589,1.21551,1.21576
1614032100000,1.21576,1.21606,1.21573,1.21574
1614033000000,1.21579,1.21603,1.21572,1.21597
1614033900000,1.21598,1.21607,1.21579,1.21593
1614034800000,1.21593,1.21646,1.21577,1.21631
1614035700000,1.21631,1.21669,1.21608,1.21661
1614036600000,1.21661,1.21666,1.21648,1.2166
1614037500000,1.2166,1.21664,1.21637,1.21638
1614124800000,1.21506,1.21542,1.2149,1.21542
1614125700000,1.21541,1.21569,1.21533,1.21564
1614126600000,1.21565,1.21572,1.21535,1.2157
1614127500000,1.21572,1.21579,1.21536,1.21548
1614128400000,1.21548,1.2162,1.21519,1.21604
1614129300000,1.21605,1.21637,1.21473,1.21584
1614130200000,1.21584,1.21593,1.21548,1.21578
1614131100000,1.2158,1.21662,1.21574,1.21584
1614132000000,1.21584,1.21621,1.21579,1.21599
1614132900000,1.216,1.21608,1.21579,1.21591
1614133800000,1.21591,1.21599,1.21535,1.21555
1614134700000,1.21555,1.21559,1.21512,1.21556
1614135600000,1.21556,1.21569,1.21524,1.21556
1614136500000,1.21556,1.21568,1.21546,1.21559
1614137400000,1.21561,1.21566,1.21525,1.21549
1614138300000,1.21551,1.21551,1.21503,1.21519
1614139200000,1.2152,1.21523,1.21497,1.21511
1614140100000,1.21511,1.21516,1.21496,1.2151
1614141000000,1.21511,1.21514,1.21495,1.21498
1614141900000,1.21499,1.21501,1.21475,1.21486
1614142800000,1.21485,1.21487,1.21453,1.21454
1614143700000,1.21454,1.21482,1.21454,1.21475
1614144600000,1.21474,1.21483,1.21458,1.2148
1614145500000,1.21481,1.21481,1.21459,1.2148
1614146400000,1.21478,1.21485,1.21454,1.21477
1614147300000,1.21477,1.21526,1.2144,1.21517
1614148200000,1.21517,1.21557,1.21507,1.21554
1614149100000,1.21553,1.21574,1.21533,1.21567
1614150000000,1.21568,1.21595,1.21547,1.2159
1614150900000,1.21591,1.21593,1.21528,1.21556
1614151800000,1.21555,1.21607,1.2154,1.21586
1614152700000,1.21587,1.21597,1.21532,1.21554
1614153600000,1.21555,1.21644,1.2153,1.21572
1614154500000,1.21573,1.21654,1.21522,1.21623
1614155400000,1.21623,1.21745,1.21615,1.21626
1614156300000,1.21625,1.21697,1.21624,1.21683
1614157200000,1.21682,1.21689,1.21623,1.21675
1614158100000,1.21673,1.21745,1.21664,1.21705
1614159000000,1.21704,1.21722,1.21588,1.2162
1614159900000,1.2162,1.21643,1.21592,1.21627
1614160800000,1.21625,1.21651,1.21573,1.21582
1614161700000,1.21582,1.21586,1.21499,1.21502
1614162600000,1.21505,1.21565,1.21498,1.21565
1614163500000,1.21565,1.21585,1.21541,1.21581
1614164400000,1.21579,1.21613,1.21561,1.21613
1614165300000,1.21613,1.21649,1.21576,1.2164
1614166200000,1.2164,1.21653,1.21608,1.21627
1614167100000,1.21627,1.21696,1.21622,1.21632
1614168000000,1.21631,1.21677,1.21619,1.21658
1614168900000,1.2166,1.21723,1.21658,1.21709
1614169800000,1.2171,1.21711,1.21628,1.21649
1614170700000,1.21651,1.21662,1.2154,1.21558
1614171600000,1.21557,1.21575,1.2141,1.21456
1614172500000,1.21456,1.21456,1.21305,1.2139
1614173400000,1.21389,1.2148,1.21334,1.21351
1614174300000,1.2135,1.21381,1.21232,1.21333
1614175200000,1.21331,1.21387,1.21307,1.21382
1614176100000,1.21382,1.21382,1.21303,1.21311
1614177000000,1.21312,1.21365,1.21289,1.21347
1614177900000,1.21348,1.21361,1.21294,1.2132
1614178800000,1.21319,1.21348,1.21104,1.21141
1614179700000,1.21141,1.21276,1.21092,1.21244
1614180600000,1.21243,1.21257,1.21175,1.21206
1614181500000,1.21205,1.21246,1.21132,1.21221
1614182400000,1.21221,1.21305,1.21211,1.2129
1614183300000,1.21288,1.21389,1.21261,1.21348
1614184200000,1.21349,1.21391,1.21321,1.21323
1614185100000,1.21325,1.21429,1.21321,1.21415
1614186000000,1.21417,1.21445,1.21398,1.21425
1614186900000,1.21426,1.21461,1.21404,1.21447
1614187800000,1.21446,1.21461,1.21435,1.21453
1614188700000,1.21453,1.21467,1.21413,1.21417
1614189600000,1.21416,1.21436,1.21392,1.21417
1614190500000,1.21418,1.21461,1.21391,1.2146
1614191400000,1.21459,1.21493,1.21442,1.21485
1614192300000,1.21485,1.21485,1.21439,1.21447
1614193200000,1.21446,1.21478,1.21428,1.21468
1614194100000,1.21466,1.21497,1.21448,1.21495
1614195000000,1.21496,1.21506,1.21482,1.21486
1614195900000,1.21486,1.21488,1.2146,1.21479
1614196800000,1.21476,1.21564,1.21473,1.21564
1614197700000,1.21566,1.21602,1.21544,1.21597
1614198600000,1.21595,1.21677,1.21592,1.21669
1614199500000,1.21668,1.2169,1.21647,1.21662
1614200400000,1.21665,1.21696,1.2162,1.21693
1614201300000,1.21692,1.21724,1.21692,1.21709
1614202200000,1.21711,1.21743,1.21673,1.2168
1614203100000,1.21681,1.21705,1.21664,1.21664
1614204000000,1.2163,1.21722,1.2163,1.21679
1614204900000,1.21679,1.21682,1.21633,1.21633
1614205800000,1.21635,1.21673,1.21603,1.21635
1614206700000,1.21635,1.21671,1.21622,1.21647
1614207600000,1.21649,1.21674,1.21637,1.21652
1614208500000,1.21652,1.21681,1.21652,1.21674
1614209400000,1.21673,1.21695,1.21672,1.21694
1614210300000,1.21693,1.2171,1.2169,1.21693
1614211200000,1.21696,1.21696,1.21646,1.2165
1614212100000,1.21651,1.21661,1.21634,1.21639
1614213000000,1.21638,1.21639,1.2162,1.21638
1614213900000,1.21639,1.21648,1.21596,1.21623
1614214800000,1.21624,1.21645,1.21566,1.21617
1614215700000,1.21616,1.21632,1.2158,1.21612
1614216600000,1.2161,1.21633,1.21591,1.216
1614217500000,1.216,1.21619,1.21571,1.21573
1614218400000,1.21572,1.21591,1.21559,1.2158
1614219300000,1.2158,1.21628,1.21577,1.21621
1614220200000,1.21623,1.21631,1.216,1.21603
1614221100000,1.21604,1.21616,1.21584,1.21599
1614222000000,1.21599,1.21633,1.21599,1.21629
1614222900000,1.2163,1.21663,1.21627,1.2165
1614223800000,1.21649,1.2167,1.21641,1.21666
1614224700000,1.21667,1.21696,1.21654,1.21687
1614225600000,1.2169,1.21702,1.21674,1.21701
1614226500000,1.21702,1.2177,1.21699,1.2174
1614227400000,1.21739,1.21745,1.2172,1.21739
1614228300000,1.2174,1.21773,1.21731,1.21764
1614229200000,1.21767,1.21828,1.21761,1.21792
1614230100000,1.21795,1.21826,1.21791,1.21825
1614231000000,1.21824,1.21825,1.21795,1.21806
1614231900000,1.21808,1.21808,1.21769,1.21778
1614232800000,1.2178,1.21803,1.21749,1.2176
1614233700000,1.2176,1.21796,1.21739,1.21793
1614234600000,1.21795,1.21798,1.21754,1.2179
1614235500000,1.2179,1.21817,1.21777,1.21811
1614236400000,1.2181,1.2181,1.2171,1.21722
1614237300000,1.21721,1.21743,1.21687,1.21687
1614238200000,1.21688,1.21746,1.21676,1.21726
1614239100000,1.21725,1.21886,1.2171,1.21871
1614240000000,1.21871,1.22,1.21871,1.21975
1614240900000,1.21976,1.22031,1.21955,1.21964
1614241800000,1.21964,1.2201,1.21913,1.21956
1614242700000,1.21955,1.22083,1.2194,1.22083
1614243600000,1.22082,1.22179,1.22038,1.22176
1614244500000,1.22175,1.22188,1.22093,1.22136
1614245400000,1.22134,1.22169,1.22115,1.22157
1614246300000,1.22158,1.22227,1.22121,1.22197
1614247200000,1.22197,1.22248,1.22179,1.22227
1614248100000,1.22227,1.2231,1.22208,1.22283
1614249000000,1.22284,1.22357,1.22244,1.22272
1614249900000,1.22272,1.22304,1.22193,1.2228
1614250800000,1.22279,1.22356,1.22279,1.22351
1614251700000,1.22352,1.22377,1.22313,1.22338
1614252600000,1.22337,1.2234,1.22241,1.22257
1614253500000,1.22255,1.22302,1.2223,1.22294
1614254400000,1.22295,1.2231,1.22241,1.22306
1614255300000,1.22303,1.22344,1.22285,1.22329
1614256200000,1.22328,1.22369,1.22309,1.22335
1614257100000,1.22337,1.22349,1.2225,1.22256
1614258000000,1.22257,1.22335,1.2225,1.22251
1614258900000,1.22253,1.22304,1.2224,1.22278
1614259800000,1.22277,1.22287,1.22195,1.22243
1614260700000,1.22241,1.2234,1.22113,1.22122
1614261600000,1.22122,1.22186,1.22088,1.22149
1614262500000,1.22151,1.22251,1.22135,1.2222
1614263400000,1.22222,1.22387,1.22188,1.22366
1614264300000,1.22367,1.22428,1.2231,1.22411
1614265200000,1.22411,1.22433,1.22202,1.22244
1614266100000,1.22244,1.22388,1.22212,1.22287
1614267000000,1.22286,1.22288,1.22179,1.22242
1614267900000,1.22241,1.22275,1.22179,1.2223
1614268800000,1.22231,1.22282,1.22162,1.22265
1614269700000,1.22267,1.22286,1.22224,1.22248
1614270600000,1.22252,1.22273,1.22205,1.22247
1614271500000,1.22249,1.22331,1.22205,1.2229
1614272400000,1.22288,1.22359,1.22265,1.22345
1614273300000,1.22344,1.22386,1.22294,1.22311
1614274200000,1.22312,1.22326,1.22236,1.22269
1614275100000,1.2227,1.22294,1.22115,1.22124
1614276000000,1.22126,1.22137,1.21881,1.21997
1614276900000,1.21998,1.22,1.21889,1.21921
1614277800000,1.21924,1.21935,1.21602,1.2173
1614278700000,1.21729,1.2181,1.21675,1.21801
1614279600000,1.21799,1.21896,1.21745,1.2188
1614280500000,1.21882,1.21931,1.21828,1.21887
1614281400000,1.21884,1.21893,1.21802,1.21807
1614282300000,1.21806,1.21879,1.21801,1.21856
1614283200000,1.21856,1.21873,1.21792,1.2182
1614284100000,1.21819,1.21831,1.21688,1.21689
1614285000000,1.21688,1.21708,1.21626,1.21689
1614285900000,1.21689,1.21751,1.21631,1.21631
1614286800000,1.21631,1.21712,1.21631,1.21707
1614287700000,1.21706,1.21739,1.2169,1.21702
1614288600000,1.21702,1.21751,1.21685,1.21734
1614289500000,1.21736,1.21781,1.21712,1.2174
1614290400000,1.21718,1.21821,1.21699,1.21821
1614291300000,1.21826,1.21826,1.21783,1.21799
1614292200000,1.21805,1.21817,1.21794,1.21803
1614293100000,1.21804,1.21841,1.21795,1.21821
1614294000000,1.21826,1.21828,1.21764,1.21776
1614294900000,1.21776,1.21803,1.21743,1.21757
1614295800000,1.21758,1.21766,1.21622,1.21626
1614296700000,1.21629,1.21633,1.21577,1.21577
1614297600000,1.21579,1.21671,1.21563,1.21573
1614298500000,1.21571,1.21578,1.21372,1.21418
1614299400000,1.21418,1.21566,1.21383,1.21531
1614300300000,1.21531,1.21583,1.21499,1.21574
1614301200000,1.21573,1.21639,1.21522,1.21537
1614302100000,1.21539,1.21587,1.2151,1.21536
1614303000000,1.21537,1.21617,1.21521,1.21595
1614303900000,1.21594,1.21651,1.2158,1.21637
1614304800000,1.21636,1.21729,1.2162,1.21719
1614305700000,1.21719,1.21826,1.21707,1.21793
1614306600000,1.21794,1.21818,1.21743,1.21752
1614307500000,1.21752,1.21789,1.21721,1.21723
1614308400000,1.21724,1.21752,1.21707,1.21747
1614309300000,1.21748,1.21756,1.2168,1.21692
1614310200000,1.21692,1.21698,1.21641,1.21643
1614311100000,1.21643,1.21649,1.21594,1.21595
1614312000000,1.21597,1.21612,1.21543,1.21558
1614312900000,1.21556,1.21578,1.21534,1.2154
1614313800000,1.21541,1.21543,1.21469,1.21469
1614314700000,1.21469,1.21552,1.2145,1.21548
1614315600000,1.21549,1.21581,1.21534,1.2158
1614316500000,1.2158,1.21595,1.21547,1.21575
1614317400000,1.21575,1.21579,1.21522,1.21523
1614318300000,1.21522,1.21574,1.21491,1.21536
1614319200000,1.21536,1.21557,1.21516,1.21552
1614320100000,1.21551,1.21594,1.21548,1.2157
1614321000000,1.21568,1.21586,1.21522,1.21571
1614321900000,1.2157,1.21575,1.2147,1.21545
1614322800000,1.21543,1.21552,1.21378,1.21402
1614323700000,1.21401,1.21451,1.21377,1.21389
1614324600000,1.21387,1.214,1.21288,1.21317
1614325500000,1.2132,1.2139,1.2131,1.21347
1614326400000,1.21346,1.21461,1.21333,1.21445
1614327300000,1.21444,1.21562,1.21431,1.21543
1614328200000,1.21541,1.21594,1.21484,1.21526
1614329100000,1.21524,1.21546,1.21454,1.21494
1614330000000,1.21492,1.21507,1.2139,1.21398
1614330900000,1.21399,1.21432,1.21357,1.21386
1614331800000,1.21385,1.21448,1.21359,1.21389
1614332700000,1.21389,1.2139,1.21227,1.21251
1614333600000,1.21252,1.21291,1.21161,1.21192
1614334500000,1.21192,1.21255,1.21148,1.21235
1614335400000,1.21236,1.21282,1.21228,1.21262
1614336300000,1.21262,1.21267,1.21137,1.21138
1614337200000,1.21139,1.21239,1.21102,1.21123
1614338100000,1.21124,1.21155,1.20984,1.2105
1614339000000,1.2105,1.21052,1.20925,1.21005
1614339900000,1.21005,1.21084,1.20964,1.21068
1614340800000,1.21069,1.21114,1.2103,1.21067
1614341700000,1.21068,1.21163,1.21061,1.21148
1614342600000,1.21148,1.21214,1.21112,1.21155
1614343500000,1.21155,1.2122,1.21135,1.21146
1614344400000,1.21145,1.21204,1.21056,1.21202
1614345300000,1.21204,1.21221,1.21082,1.21092
1614346200000,1.21092,1.21249,1.21087,1.21222
1614347100000,1.21222,1.2125,1.21143,1.21233
1614348000000,1.21234,1.21317,1.21215,1.21234
1614348900000,1.21233,1.21302,1.21159,1.21301
1614349800000,1.21299,1.21311,1.21215,1.21248
1614350700000,1.21249,1.21377,1.21197,1.21245
1614351600000,1.21248,1.21253,1.21091,1.21188
1614352500000,1.21189,1.21216,1.21138,1.21177
1614353400000,1.21177,1.2136,1.21143,1.21358
1614354300000,1.21357,1.21413,1.21203,1.21388
1614355200000,1.21384,1.21399,1.21085,1.21137
1614356100000,1.21138,1.21176,1.20909,1.20916
1614357000000,1.20917,1.2106,1.20909,1.20955
1614357900000,1.20952,1.20991,1.20902,1.20916
1614358800000,1.20914,1.20939,1.2082,1.2085
1614359700000,1.20851,1.20878,1.20798,1.20811
1614360600000,1.20809,1.20828,1.20753,1.2076
1614361500000,1.2076,1.20809,1.20735,1.208
1614362400000,1.20799,1.208,1.20717,1.20782
1614363300000,1.20782,1.20862,1.20757,1.20849
1614364200000,1.20849,1.20851,1.20803,1.20833
1614365100000,1.20835,1.20863,1.20801,1.20831
1614366000000,1.2083,1.20839,1.20774,1.20786
1614366900000,1.20785,1.20855,1.20772,1.2085
