,Open,High,Low,Close,Volume
1612548000000,1.20377,1.2041,1.20371,1.20399,849.46
1612548900000,1.204,1.2044,1.20399,1.20421,1056.22
1612549800000,1.20421,1.20461,1.2042,1.20456,769.45
1612550700000,1.20455,1.20475,1.20417,1.20424,841.84
1612551600000,1.20425,1.2044,1.20422,1.20425,532.98
1612552500000,1.20424,1.20425,1.20391,1.20415,651.39
1612553400000,1.20415,1.20422,1.20393,1.20411,525.36
1612554300000,1.20407,1.20438,1.20394,1.20426,641.99
1612555200000,1.20426,1.20441,1.20405,1.20433,405.35
1612556100000,1.20432,1.20459,1.20425,1.20458,517.94
1612557000000,1.20458,1.20467,1.20445,1.20456,469.67
1612557900000,1.20458,1.20496,1.2045,1.20489,989.37
1612558800000,1.20489,1.20498,1.20469,1.20471,762.8875
1612559700000,1.20471,1.20484,1.20461,1.20463,329.22
1612560600000,1.20464,1.20481,1.20459,1.20479,146.02
1612561500000,1.20486,1.20498,1.20472,1.20481,3522.87
1612828800000,1.20522,1.20551,1.20491,1.20539,730.89
1612829700000,1.20539,1.20559,1.20535,1.2055,484
1612830600000,1.20551,1.20584,1.20547,1.20567,662.53
1612831500000,1.20567,1.20599,1.20549,1.20578,663.24
1612832400000,1.20578,1.20609,1.20561,1.20563,932.74
1612833300000,1.20561,1.2064,1.20561,1.20627,1146.34
1612834200000,1.20627,1.20636,1.20582,1.20596,704.68
1612835100000,1.20597,1.20613,1.20591,1.20593,987.09
1612836000000,1.20594,1.20724,1.20594,1.20716,1215.62
1612836900000,1.20716,1.20776,1.20698,1.20767,1671.44
1612837800000,1.20766,1.20799,1.2075,1.20756,1214.93
1612838700000,1.20756,1.2082,1.20755,1.20796,1220.25
1612839600000,1.20797,1.20798,1.20765,1.20786,740.11
1612840500000,1.20787,1.20813,1.20777,1.20803,823.72
1612841400000,1.20803,1.20808,1.20769,1.20782,479.2
1612842300000,1.20783,1.20792,1.2076,1.20769,717.42
1612843200000,1.2077,1.20782,1.20756,1.20773,498.01
1612844100000,1.20773,1.208,1.20763,1.20792,438.59
1612845000000,1.20793,1.20799,1.20782,1.20792,200.2
1612845900000,1.20791,1.20791,1.20755,1.20756,670.83
1612846800000,1.20757,1.20802,1.20757,1.208,504.18
1612847700000,1.20799,1.20805,1.20782,1.20783,405.7
1612848600000,1.20783,1.20791,1.20761,1.20782,314.64
1612849500000,1.20781,1.20795,1.20773,1.2078,628.25
1612850400000,1.20779,1.20812,1.20759,1.2081,997.73
1612851300000,1.20811,1.20824,1.20765,1.20779,874.41
1612852200000,1.20778,1.2081,1.20756,1.20797,819.62
1612853100000,1.20797,1.20802,1.20744,1.2077,719.44
1612854000000,1.2077,1.20815,1.20766,1.20807,1068.38
1612854900000,1.20806,1.20868,1.20797,1.20823,1830.88
1612855800000,1.20822,1.20835,1.20791,1.20805,1756.82
1612856700000,1.20805,1.20838,1.20786,1.20811,1389.88
1612857600000,1.2081,1.20856,1.20779,1.20802,2272.38
1612858500000,1.208,1.20812,1.20672,1.20683,2039.65
1612859400000,1.20684,1.20866,1.20684,1.20862,2156.34
1612860300000,1.20862,1.20976,1.20859,1.20976,2703.46
1612861200000,1.20976,1.21036,1.20948,1.21011,2649.6
1612862100000,1.2101,1.21065,1.20975,1.21006,3359.65
1612863000000,1.21007,1.21124,1.21006,1.2107,2755.1
1612863900000,1.21069,1.21164,1.21054,1.21095,2242.08
1612864800000,1.21094,1.21108,1.21065,1.21065,1886.46
1612865700000,1.21066,1.21074,1.21029,1.21048,1428.93
1612866600000,1.21047,1.21132,1.21046,1.21093,2116.7
1612867500000,1.21092,1.21118,1.21038,1.2104,2075.18
1612868400000,1.21039,1.21051,1.2098,1.20993,2006.15
1612869300000,1.20993,1.21032,1.20977,1.21001,985.37
1612870200000,1.21,1.21062,1.21,1.21059,1012.95
1612871100000,1.21058,1.21072,1.21036,1.2105,1613.53
1612872000000,1.21049,1.21058,1.20997,1.21023,1463.78
1612872900000,1.21022,1.21065,1.21013,1.21035,1102.63
1612873800000,1.21034,1.21065,1.21,1.21015,1577.87
1612874700000,1.21014,1.21025,1.20979,1.2099,1590.13
1612875600000,1.20991,1.21058,1.20968,1.21053,2442.52
1612876500000,1.21055,1.21055,1.20954,1.20973,2439.81
1612877400000,1.20973,1.20991,1.20902,1.20955,2317.01
1612878300000,1.20957,1.21027,1.20953,1.21016,2386.47
1612879200000,1.21016,1.21018,1.20919,1.20951,2299.9
1612880100000,1.20953,1.21014,1.20947,1.20982,2165.87
1612881000000,1.20978,1.21035,1.20904,1.20974,5214.4699
1612881900000,1.20974,1.21019,1.20901,1.20912,4106.29
1612882800000,1.20913,1.20983,1.20884,1.20969,3705.54
1612883700000,1.20967,1.21015,1.20927,1.20971,3200.05
1612884600000,1.20971,1.20985,1.20931,1.2098,2837.36
1612885500000,1.20982,1.21034,1.20941,1.20976,3348.09
1612886400000,1.20976,1.20995,1.20932,1.20943,2176.55
1612887300000,1.20942,1.20968,1.20922,1.20952,1761.18
1612888200000,1.20955,1.21015,1.20952,1.21003,1153.89
1612889100000,1.21005,1.21063,1.2099,1.21047,1375.86
1612890000000,1.21046,1.21056,1.21031,1.21042,1376.74
1612890900000,1.21043,1.21091,1.21034,1.21055,1874.29
1612891800000,1.21055,1.21093,1.21038,1.2109,1265.27
1612892700000,1.2109,1.2109,1.21042,1.21053,1380.43
1612893600000,1.21052,1.21078,1.21021,1.21044,771.58
1612894500000,1.21042,1.2105,1.21032,1.21044,649.74
1612895400000,1.21044,1.21047,1.21021,1.21036,1207.9
1612896300000,1.21037,1.21058,1.21037,1.21052,1167.71
1612897200000,1.21052,1.21084,1.21052,1.21076,867.3
1612898100000,1.21075,1.21142,1.2107,1.21141,1806.35
1612899000000,1.21142,1.21203,1.21129,1.21181,1951.53
1612899900000,1.2118,1.21207,1.21151,1.21184,1584.45
1612900800000,1.21185,1.21192,1.21166,1.2119,1112.06
1612901700000,1.21189,1.21201,1.21157,1.21175,858.79
1612902600000,1.21174,1.21194,1.21165,1.21185,795.07
1612903500000,1.21185,1.21189,1.21156,1.21165,1035.04
1612904400000,1.21168,1.21182,1.21144,1.21177,926.3
1612905300000,1.21178,1.21191,1.21169,1.2119,448.68
1612906200000,1.21191,1.21191,1.21168,1.21183,372.64
1612907100000,1.21183,1.21218,1.21171,1.21172,492.53
1612908000000,1.21168,1.21202,1.21167,1.2119,143.59
1612908900000,1.21188,1.21197,1.21164,1.21168,152.93
1612909800000,1.21168,1.21183,1.21164,1.21179,85.48
1612910700000,1.21177,1.21188,1.21165,1.21185,135.03
1612911600000,1.21192,1.21192,1.21156,1.21166,340.42
1612912500000,1.21169,1.21187,1.21159,1.2116,420.36
1612913400000,1.21165,1.21189,1.21163,1.21173,424.94
1612914300000,1.21175,1.21181,1.21156,1.21161,371.32
1613340000000,1.21244,1.21248,1.21215,1.21217,237.45
1613340900000,1.21218,1.21218,1.21191,1.21207,65.83
1613341800000,1.21207,1.21237,1.21207,1.21215,382.42
1613342700000,1.21219,1.21237,1.21215,1.21231,134.87
1613343600000,1.2123,1.21249,1.21222,1.21246,677.7485
1613344500000,1.21247,1.21251,1.21222,1.21227,702.54
1613345400000,1.21227,1.21227,1.21207,1.21216,776.31
1613346300000,1.21217,1.21219,1.21202,1.21204,263.53
1613347200000,1.21206,1.21207,1.21167,1.21178,550.91
1613348100000,1.21179,1.21228,1.21176,1.21225,395.7
1613349000000,1.21223,1.21232,1.21214,1.2122,279.89
1613349900000,1.2122,1.21229,1.21208,1.2121,378.27
1613350800000,1.2121,1.21225,1.21174,1.21189,557.43
1613351700000,1.2119,1.21223,1.21184,1.21221,506.14
1613352600000,1.21221,1.21279,1.21218,1.21258,687.2
1613353500000,1.21259,1.21284,1.21249,1.21267,628
1613354400000,1.21266,1.21293,1.21255,1.21269,868.01
1613355300000,1.2127,1.21329,1.21269,1.21298,900.27
1613356200000,1.21298,1.21313,1.21287,1.21291,460.79
1613357100000,1.21292,1.21326,1.21292,1.21325,357
1613358000000,1.21325,1.21336,1.21298,1.21335,503.32
1613358900000,1.21334,1.2135,1.2133,1.21347,357.11
1613359800000,1.21345,1.2135,1.21324,1.2134,608.24
1613360700000,1.2134,1.21376,1.2134,1.2134,587.18
1613361600000,1.21341,1.21368,1.21337,1.21349,523.53
1613362500000,1.2135,1.21357,1.21321,1.21322,402.96
1613363400000,1.21324,1.21331,1.21318,1.21318,324.4
1613364300000,1.21317,1.21323,1.21311,1.21321,236.55
1613365200000,1.2132,1.21363,1.2132,1.21343,431.29
1613366100000,1.21341,1.21387,1.21338,1.21384,457.08
1613367000000,1.21383,1.21397,1.21377,1.21394,560.34
1613367900000,1.21394,1.21402,1.21377,1.21379,421.79
1613368800000,1.21378,1.21404,1.21372,1.21398,504.26
1613369700000,1.21398,1.214,1.21386,1.21394,414.31
1613370600000,1.21394,1.21399,1.21372,1.21373,524.29
1613371500000,1.21373,1.21376,1.21343,1.21346,504.86
1613372400000,1.21348,1.21375,1.21337,1.21348,663.17
1613373300000,1.21351,1.21378,1.21339,1.21369,586.45
1613374200000,1.21368,1.21369,1.21308,1.21318,1123.03
1613375100000,1.21317,1.21369,1.21307,1.2133,1051.21
1613376000000,1.21329,1.2145,1.21309,1.21441,1667.82
1613376900000,1.21442,1.21451,1.21366,1.21374,2246.09
1613377800000,1.21374,1.21413,1.21336,1.21357,2813.2
1613378700000,1.21357,1.21414,1.21346,1.21397,1612.26
1613379600000,1.21398,1.21408,1.21329,1.21391,2157.88
1613380500000,1.2139,1.21412,1.21372,1.21409,1411.48
1613381400000,1.21409,1.21446,1.21371,1.21424,1577.1
1613382300000,1.21424,1.21447,1.21341,1.21345,1868.53
1613383200000,1.21344,1.21375,1.21326,1.21337,1165.88
1613384100000,1.21338,1.21364,1.21311,1.2132,1101.8
1613385000000,1.21321,1.21349,1.21315,1.21326,938.04
1613385900000,1.21327,1.21338,1.21311,1.21335,867.15
1613386800000,1.21335,1.21353,1.21296,1.21345,792.2
1613387700000,1.21346,1.2139,1.21346,1.21379,543.85
1613388600000,1.21382,1.21403,1.21355,1.21369,715.18
1613389500000,1.21371,1.21383,1.21305,1.21327,847.47
1613390400000,1.21326,1.21328,1.21245,1.2125,1655.52
1613391300000,1.21248,1.21288,1.21238,1.21285,958.03
1613392200000,1.21284,1.21324,1.21279,1.2131,844.93
1613393100000,1.21309,1.21334,1.21302,1.21302,647.01
1613394000000,1.21303,1.21306,1.2126,1.21285,873.55
1613394900000,1.21286,1.21335,1.21283,1.21326,972.14
1613395800000,1.21324,1.21329,1.21277,1.21299,723.46
1613396700000,1.213,1.213,1.21253,1.21267,900.4
1613397600000,1.21268,1.21277,1.21207,1.21241,1086.33
1613398500000,1.21242,1.21267,1.21228,1.21247,654.45
1613399400000,1.21246,1.21272,1.21227,1.21252,1299.31
1613400300000,1.21252,1.21255,1.21228,1.21239,1111.26
1613401200000,1.21239,1.21267,1.21232,1.21243,1075.88
1613402100000,1.21242,1.21284,1.2123,1.21231,873.82
1613403000000,1.21228,1.21275,1.21228,1.21273,646.18
1613403900000,1.21274,1.21324,1.21267,1.21314,1152.46
1613404800000,1.21314,1.21323,1.21267,1.21308,858.94
1613405700000,1.21308,1.21347,1.21302,1.21318,933.54
1613406600000,1.21317,1.21318,1.21277,1.21314,829.88
1613407500000,1.21313,1.21374,1.2131,1.21367,553.85
1613408400000,1.21366,1.21381,1.21354,1.21362,492.74
1613409300000,1.21362,1.21365,1.21326,1.2136,535.81
1613410200000,1.2136,1.21361,1.21326,1.2133,647.31
1613411100000,1.21332,1.21333,1.21297,1.21309,811.93
1613412000000,1.2131,1.21337,1.21299,1.21336,560.34
1613412900000,1.21335,1.21347,1.21331,1.21331,188.36
1613413800000,1.21332,1.21344,1.21332,1.21337,106.67
1613414700000,1.21336,1.21337,1.21294,1.21311,325.81
1613415600000,1.21311,1.2132,1.21305,1.21317,314.59
1613416500000,1.21316,1.21318,1.21303,1.21311,438.9
1613417400000,1.21311,1.21321,1.21298,1.21304,255.89
1613418300000,1.21305,1.21315,1.21296,1.21305,390.33
1613419200000,1.21306,1.21309,1.21304,1.21307,151.41
1613420100000,1.21307,1.21314,1.21302,1.21307,172.77
1613421000000,1.21307,1.21316,1.21306,1.21312,271
1613421900000,1.21312,1.21313,1.21301,1.21306,239.905
1613422800000,1.21311,1.21342,1.21307,1.21327,178.06
1613423700000,1.21326,1.21336,1.21297,1.21307,409.78
1613424600000,1.21307,1.21311,1.21289,1.21289,175.67
1613425500000,1.21289,1.2129,1.21257,1.21274,312.795
1613426400000,1.21269,1.21314,1.21269,1.21287,168.2
1613427300000,1.21309,1.21309,1.21274,1.21277,19.5
1613428200000,1.21278,1.21283,1.21248,1.21282,32.51
1613429100000,1.21281,1.21304,1.21263,1.21284,247.95
1613430000000,1.21293,1.21301,1.21268,1.21298,350.89
1613430900000,1.21297,1.21298,1.21272,1.21287,595.67
1613431800000,1.21287,1.21308,1.21285,1.21303,350.61
1613432700000,1.21303,1.21327,1.21303,1.2132,253.25
1613433600000,1.21319,1.21351,1.21313,1.21346,539.89
1613434500000,1.21347,1.21398,1.21342,1.21386,540.64
1613435400000,1.21385,1.21406,1.21375,1.21388,685.81
1613436300000,1.21387,1.21388,1.2136,1.21371,532.18
1613437200000,1.2137,1.2138,1.21343,1.21372,677.1
1613438100000,1.21371,1.21406,1.21359,1.21401,585.61
1613439000000,1.21402,1.21446,1.21396,1.21444,1163.08
1613439900000,1.21446,1.21468,1.21413,1.21426,663.55
1613440800000,1.21427,1.21434,1.21416,1.21428,515.4
1613441700000,1.21427,1.21444,1.21409,1.21443,592.02
1613442600000,1.21445,1.21449,1.21435,1.21447,347.59
1613443500000,1.21448,1.21458,1.21442,1.21454,469.31
1613444400000,1.21455,1.21468,1.21446,1.21467,272.49
1613445300000,1.21467,1.2147,1.21454,1.21469,319.65
1613446200000,1.21469,1.21501,1.21456,1.21473,587.92
1613447100000,1.21474,1.21479,1.21457,1.21465,727.14
1613448000000,1.21464,1.21467,1.21437,1.21442,768.99
1613448900000,1.21441,1.21444,1.21416,1.21421,563.96
1613449800000,1.21422,1.21423,1.2138,1.21393,723.51
1613450700000,1.21394,1.21402,1.21393,1.21395,323.06
1613451600000,1.21396,1.2141,1.21392,1.21395,244.66
1613452500000,1.21391,1.21391,1.21363,1.21387,590.97
1613453400000,1.21384,1.21384,1.21327,1.21356,1569.77
1613454300000,1.21355,1.21374,1.21348,1.21365,759.8
1613455200000,1.21364,1.21382,1.21337,1.21356,584.68
1613456100000,1.21356,1.2139,1.21348,1.21362,468.65
1613457000000,1.21363,1.21395,1.21353,1.21356,496.98
1613457900000,1.21355,1.214,1.21354,1.21394,449.09
1613458800000,1.21397,1.2142,1.21376,1.21394,1179.48
1613459700000,1.21395,1.21399,1.21306,1.21324,1549.21
1613460600000,1.21328,1.21341,1.21293,1.21315,1113.95
1613461500000,1.21315,1.21325,1.21283,1.21308,1169.08
1613462400000,1.21307,1.21431,1.21299,1.21415,2444.23
1613463300000,1.21415,1.21448,1.21355,1.2143,2355.35
1613464200000,1.2143,1.21515,1.21421,1.21455,1957.44
1613465100000,1.21456,1.21572,1.21455,1.2155,1463.19
1613466000000,1.21551,1.21553,1.21459,1.21492,1918.11
1613466900000,1.21492,1.21531,1.2146,1.21492,1385.9
1613467800000,1.21491,1.21513,1.21448,1.21508,1470.55
1613468700000,1.21508,1.21541,1.21497,1.21524,991.27
1613469600000,1.21524,1.21571,1.21522,1.21539,1739.8
1613470500000,1.21539,1.21583,1.21539,1.21577,918.03
1613471400000,1.21577,1.21659,1.21573,1.21652,1177.28
1613472300000,1.21649,1.21671,1.21627,1.21636,1251.96
1613473200000,1.21637,1.21672,1.21618,1.2167,923.83
1613474100000,1.21671,1.21679,1.21641,1.21654,741.38
1613475000000,1.21654,1.2166,1.2163,1.21641,784.1
1613475900000,1.21641,1.2167,1.21636,1.21652,1208.34
1613476800000,1.21652,1.21673,1.21639,1.21648,1161.53
1613477700000,1.21649,1.21693,1.21649,1.21664,1135.52
1613478600000,1.21663,1.21671,1.21604,1.21616,1409.24
1613479500000,1.21618,1.21626,1.21485,1.21503,2821.27
1613480400000,1.21503,1.21518,1.21403,1.21427,2830.49
1613481300000,1.21428,1.21438,1.21323,1.2135,2644.32
1613482200000,1.21351,1.21351,1.21161,1.21186,4199.96
1613483100000,1.21184,1.21184,1.21063,1.21081,3612.24
1613484000000,1.21082,1.21128,1.21016,1.21082,4889.25
1613484900000,1.21082,1.2111,1.21,1.21032,3160.42
1613485800000,1.21034,1.21131,1.21022,1.21086,4384.78
1613486700000,1.21085,1.21085,1.20949,1.20972,2903.2
1613487600000,1.20973,1.21119,1.20972,1.21118,2890.18
1613488500000,1.21116,1.21153,1.21071,1.21117,3439.17
1613489400000,1.21118,1.21169,1.21083,1.21112,3144.07
1613490300000,1.21111,1.21202,1.2106,1.21192,3526.94
1613491200000,1.21193,1.21238,1.21119,1.21122,3070.66
1613492100000,1.21123,1.21128,1.21078,1.21087,2446.67
1613493000000,1.21087,1.21143,1.2106,1.21115,2012.58
1613493900000,1.21117,1.21119,1.21051,1.21069,1971.39
1613494800000,1.21068,1.2109,1.21036,1.21065,2253.23
1613495700000,1.21065,1.21082,1.21041,1.21079,1281.74
1613496600000,1.2108,1.21095,1.21052,1.21062,1175.07
1613497500000,1.21062,1.21091,1.21055,1.21087,1081.75
1613498400000,1.21088,1.21117,1.21083,1.21116,775.12
1613499300000,1.21117,1.21129,1.21105,1.21111,749.97
1613500200000,1.2111,1.21121,1.211,1.21121,454.68
1613501100000,1.21124,1.21155,1.21114,1.21123,579.99
1613502000000,1.21124,1.21126,1.21104,1.21106,468.48
1613502900000,1.21106,1.21142,1.21095,1.21138,478.78
1613503800000,1.21141,1.21145,1.21129,1.2113,543.84
1613504700000,1.21131,1.21158,1.21124,1.21152,1014.17
1613505600000,1.21153,1.21161,1.21134,1.2114,485.35
1613506500000,1.2114,1.21167,1.21133,1.21163,513.94
1613507400000,1.21161,1.21163,1.21141,1.21157,516.63
1613508300000,1.21159,1.21176,1.21106,1.21115,748.22
1613509200000,1.21115,1.21122,1.21093,1.21093,456.685
1613510100000,1.21094,1.21094,1.21056,1.21058,363.81
1613511000000,1.21058,1.21064,1.21051,1.21055,180.15
1613511900000,1.21055,1.21065,1.21033,1.21053,569.89
1613512800000,1.21047,1.2109,1.21043,1.21075,67.55
1613513700000,1.21074,1.21075,1.2102,1.21048,300.31
1613514600000,1.21055,1.21055,1.2102,1.21027,156.62
1613515500000,1.21031,1.21041,1.21013,1.21025,287.05
1613516400000,1.21024,1.21043,1.20859,1.20861,1668.93
1613517300000,1.2086,1.2098,1.2086,1.20914,1342.82
1613518200000,1.20915,1.20971,1.20909,1.20954,841
1613519100000,1.20953,1.2098,1.20878,1.2088,959.42
1613520000000,1.20879,1.20933,1.20866,1.20906,1191.57
1613520900000,1.20906,1.20921,1.20877,1.20912,1023.21
1613521800000,1.20912,1.20942,1.20867,1.20883,1039.47
1613522700000,1.20882,1.20903,1.20864,1.20888,1284.64
1613523600000,1.20889,1.20903,1.20832,1.20885,1323.27
1613524500000,1.20886,1.20909,1.20871,1.20877,935.93
1613525400000,1.20879,1.20925,1.20871,1.20925,800.71
1613526300000,1.20923,1.2095,1.20904,1.20928,717.64
1613527200000,1.20928,1.20958,1.20905,1.20927,1116.26
1613528100000,1.20926,1.20982,1.20925,1.2093,956.68
1613529000000,1.20931,1.20956,1.20929,1.20952,813.52
1613529900000,1.20953,1.20961,1.20926,1.20945,979.76
1613530800000,1.20945,1.20956,1.20926,1.20935,809.11
1613531700000,1.20934,1.20937,1.20888,1.20898,784.59
1613532600000,1.20897,1.20897,1.20859,1.20876,600.85
1613533500000,1.20875,1.20903,1.20875,1.20898,442.73
1613534400000,1.20896,1.20919,1.20889,1.20918,312.1
1613535300000,1.20918,1.20918,1.20893,1.20899,528.21
1613536200000,1.20898,1.20913,1.20886,1.20907,676.25
1613537100000,1.20907,1.20931,1.20899,1.20917,753.36
1613538000000,1.20919,1.2094,1.20906,1.20915,598.21
1613538900000,1.20916,1.20951,1.20912,1.20934,854.26
1613539800000,1.20935,1.20947,1.20911,1.20934,814.55
1613540700000,1.20933,1.20937,1.20914,1.2093,662.31
1613541600000,1.20932,1.20933,1.20867,1.20873,936.5
1613542500000,1.20873,1.20884,1.20845,1.20883,1043.91
1613543400000,1.20881,1.2089,1.20857,1.20889,791.42
1613544300000,1.20887,1.20895,1.2086,1.2086,825.16
1613545200000,1.2086,1.20866,1.20768,1.20793,2140.45
1613546100000,1.20793,1.20793,1.20724,1.20753,2053.55
1613547000000,1.20754,1.20764,1.20716,1.20759,1878.62
1613547900000,1.20761,1.20775,1.20706,1.2074,1884.13
1613548800000,1.20738,1.20775,1.20683,1.20746,3013.35
1613549700000,1.20745,1.20822,1.20741,1.20763,1877.82
1613550600000,1.20763,1.20777,1.20698,1.20733,1952.89
1613551500000,1.20734,1.20779,1.20648,1.20769,2469.67
1613552400000,1.20771,1.20831,1.20706,1.20816,2119.32
1613553300000,1.20815,1.20815,1.20749,1.20778,1636.14
1613554200000,1.20776,1.20776,1.20631,1.20648,2203.26
1613555100000,1.20648,1.20686,1.20596,1.20679,2496.88
1613556000000,1.20677,1.20677,1.20592,1.20636,1899.89
1613556900000,1.20637,1.20664,1.20615,1.20618,1515.04
1613557800000,1.20619,1.20662,1.20597,1.20657,1210
1613558700000,1.20656,1.20692,1.20624,1.20685,1387.25
1613559600000,1.20686,1.20693,1.20639,1.20686,1201.76
1613560500000,1.20687,1.20687,1.20618,1.20652,1430.9
1613561400000,1.20653,1.20659,1.20609,1.20619,889.77
1613562300000,1.20619,1.20624,1.20577,1.2062,1834.24
1613563200000,1.2062,1.20637,1.20569,1.20599,1098.2
1613564100000,1.20599,1.20613,1.20569,1.20605,1262.83
1613565000000,1.20605,1.20656,1.20586,1.20656,1370.53
1613565900000,1.20657,1.20659,1.20625,1.20632,1259.74
1613566800000,1.20634,1.20657,1.20569,1.20597,1262.37
1613567700000,1.20599,1.20599,1.20545,1.20574,1437.64
1613568600000,1.20575,1.20575,1.20381,1.20401,5581.64
1613569500000,1.20401,1.20412,1.20304,1.20336,4061.68
1613570400000,1.20335,1.20378,1.20304,1.20376,3071.61
1613571300000,1.20373,1.20442,1.2034,1.2042,3432.82
1613572200000,1.20419,1.20476,1.20401,1.20441,4331.01
1613573100000,1.2044,1.2044,1.20371,1.20395,2996.05
1613574000000,1.20394,1.20405,1.2035,1.20379,2594.86
1613574900000,1.20378,1.20381,1.20314,1.2035,2177.93
1613575800000,1.20351,1.20354,1.20272,1.20298,2647.72
1613576700000,1.203,1.20334,1.20232,1.20327,2642.66
1613577600000,1.20325,1.20356,1.20254,1.20266,2487.1
1613578500000,1.20267,1.20397,1.20247,1.20388,2126.12
1613579400000,1.20386,1.20393,1.20336,1.20361,2588.97
1613580300000,1.20361,1.20423,1.20321,1.20409,1381.58
1613581200000,1.2041,1.20421,1.20388,1.20396,1314.74
1613582100000,1.20396,1.20401,1.20381,1.20398,1117.29
1613583000000,1.20397,1.20445,1.20397,1.20443,1115.85
1613583900000,1.20442,1.2047,1.2043,1.20451,1158.93
1613584800000,1.20453,1.20455,1.20405,1.20422,1622.32
1613585700000,1.20421,1.20423,1.20383,1.20384,855.34
1613586600000,1.20385,1.20385,1.20352,1.20356,715.54
1613587500000,1.20356,1.20395,1.20349,1.20374,652.41
1613588400000,1.20376,1.20397,1.20351,1.20397,1086.3
1613589300000,1.20396,1.20398,1.20343,1.20345,621.08
1613590200000,1.20348,1.20376,1.20347,1.20368,606.41
1613591100000,1.20367,1.20397,1.20363,1.20368,827.64
1613592000000,1.20369,1.20419,1.20363,1.20417,684.09
1613592900000,1.20417,1.20436,1.20406,1.20411,799.62
1613593800000,1.20414,1.20425,1.20402,1.20417,402.94
1613594700000,1.20416,1.20431,1.20404,1.2042,642.09
1613595600000,1.20421,1.20431,1.20404,1.20431,393.335
1613596500000,1.20429,1.20431,1.20411,1.20417,213.5
1613597400000,1.20416,1.20425,1.2041,1.20411,246.73
1613598300000,1.20411,1.2042,1.20372,1.20372,264.31
1613599200000,1.20333,1.20413,1.2033,1.20413,184.825
1613600100000,1.20412,1.20454,1.20399,1.20433,90.44
1613601000000,1.20437,1.20454,1.20429,1.20452,163.5
1613601900000,1.20454,1.20456,1.20429,1.20445,221.09
1613602800000,1.20446,1.20446,1.20419,1.20426,473.3
1613603700000,1.20427,1.20444,1.20421,1.2044,206.01
1613604600000,1.20439,1.20448,1.20432,1.20432,241.75
1613605500000,1.20431,1.20455,1.2043,1.20455,303.1
1613606400000,1.20454,1.2047,1.2044,1.20442,621.64
1613607300000,1.20445,1.20487,1.20441,1.20465,684.14
1613608200000,1.20466,1.20491,1.20432,1.20486,604
1613609100000,1.20486,1.20499,1.20452,1.20486,914.32
1613610000000,1.20486,1.205,1.20456,1.20472,911.12
1613610900000,1.20473,1.20491,1.20465,1.20481,912.44
1613611800000,1.20479,1.20487,1.20421,1.20447,1106.13
1613612700000,1.20447,1.20447,1.20413,1.20446,664.76
1613613600000,1.20445,1.20445,1.20385,1.20407,765.63
1613614500000,1.20406,1.20428,1.20405,1.20426,477.44
1613615400000,1.20428,1.20451,1.20421,1.20424,541.16
1613616300000,1.20425,1.20447,1.20422,1.20436,739.71
1613617200000,1.20437,1.20449,1.20386,1.20391,646.29
1613618100000,1.20391,1.20399,1.20373,1.2039,525.65
1613619000000,1.20392,1.20392,1.20355,1.20377,507.33
1613619900000,1.20378,1.20381,1.20362,1.20367,302.63
1613620800000,1.20366,1.20376,1.20356,1.20376,305.98
1613621700000,1.20374,1.20397,1.20373,1.20397,260.33
1613622600000,1.20398,1.20402,1.20391,1.20395,242.01
1613623500000,1.20394,1.20403,1.20367,1.20371,368.43
1613624400000,1.20372,1.20406,1.2037,1.20406,440.47
1613625300000,1.20403,1.20424,1.20396,1.20424,467.07
1613626200000,1.20426,1.20439,1.20424,1.20438,456.6
1613627100000,1.20437,1.20465,1.20431,1.20458,461.05
1613628000000,1.20457,1.20461,1.20426,1.2044,530.1
1613628900000,1.20439,1.20473,1.20434,1.20462,399.25
1613629800000,1.20461,1.20465,1.20427,1.20436,564.19
1613630700000,1.20439,1.20459,1.20424,1.20458,514.33
1613631600000,1.20458,1.20469,1.20363,1.20379,1316.83
1613632500000,1.20378,1.20469,1.20371,1.20464,1343.02
1613633400000,1.20462,1.20489,1.20413,1.20483,1827.94
1613634300000,1.20482,1.20524,1.20457,1.20473,2441.89
1613635200000,1.20474,1.20508,1.20448,1.20488,2584.96
1613636100000,1.20489,1.20569,1.20457,1.20556,2142.94
1613637000000,1.20555,1.20612,1.20541,1.20611,1713.69
1613637900000,1.2061,1.20706,1.20608,1.20686,2225.46
1613638800000,1.2069,1.20702,1.20622,1.20656,1630.17
1613639700000,1.20655,1.20696,1.20641,1.20663,1415.83
1613640600000,1.20664,1.20715,1.20643,1.20696,2292.6
1613641500000,1.20695,1.20752,1.20674,1.20735,2310.61
1613642400000,1.20735,1.20735,1.20669,1.20679,1550.18
1613643300000,1.20677,1.20689,1.20643,1.20647,1782.07
1613644200000,1.20647,1.20663,1.20629,1.20641,1926.38
1613645100000,1.20641,1.20684,1.20625,1.20666,1629.53
1613646000000,1.20666,1.20721,1.20645,1.2068,2210.37
1613646900000,1.20679,1.20732,1.20653,1.20721,2047.21
1613647800000,1.20722,1.20732,1.20668,1.2069,1375.77
1613648700000,1.2069,1.20737,1.20688,1.2072,1805
1613649600000,1.20719,1.20723,1.20643,1.20664,2275.44
1613650500000,1.20665,1.20692,1.20624,1.20685,1109.42
1613651400000,1.20685,1.20757,1.20659,1.20751,1847.51
1613652300000,1.20752,1.20848,1.20738,1.20776,3613.67
