,Open,High,Low,Close,Volume
1613653200000,1.20776,1.20868,1.20759,1.20842,2419.68
1613654100000,1.20844,1.2085,1.20793,1.20825,2063.32
1613655000000,1.20827,1.20898,1.20765,1.20857,2931.55
1613655900000,1.20856,1.20878,1.20819,1.20846,2545.91
1613656800000,1.20847,1.20864,1.2074,1.20775,3383.31
1613657700000,1.20774,1.20808,1.20754,1.20754,2843.68
1613658600000,1.20756,1.20827,1.20706,1.20766,4090.35
1613659500000,1.20764,1.20783,1.20675,1.20703,2869.4
1613660400000,1.20703,1.20754,1.2067,1.20676,3787.41
1613661300000,1.20677,1.20687,1.2062,1.20678,3172.52
1613662200000,1.20678,1.20804,1.2066,1.2078,2662.78
1613663100000,1.20781,1.2084,1.20707,1.20722,2975.66
1613664000000,1.20722,1.20774,1.20705,1.20754,1922.9
1613664900000,1.20751,1.20827,1.2074,1.20774,1659.24
1613665800000,1.20772,1.20777,1.20749,1.20752,1018.33
1613666700000,1.20751,1.20797,1.2074,1.20772,1028.21
1613667600000,1.20773,1.20803,1.20758,1.20793,1593.67
1613668500000,1.20792,1.20802,1.20782,1.20793,960.58
1613669400000,1.20793,1.20827,1.20787,1.20824,670.13
1613670300000,1.20823,1.20841,1.20813,1.20818,853.88
1613671200000,1.20818,1.20839,1.20796,1.20804,787.93
1613672100000,1.20806,1.20822,1.20796,1.20818,970.49
1613673000000,1.20818,1.2086,1.20817,1.20849,549.11
1613673900000,1.20849,1.20855,1.20802,1.20804,606.03
1613674800000,1.20806,1.20864,1.20806,1.20861,665.13
1613675700000,1.20862,1.20882,1.20847,1.20876,550.41
1613676600000,1.20875,1.2089,1.20851,1.20859,612.58
1613677500000,1.20857,1.20871,1.20849,1.20851,571.31
1613678400000,1.20849,1.20888,1.20846,1.20884,440.35
1613679300000,1.20883,1.2093,1.2088,1.20905,496.17
1613680200000,1.20904,1.20929,1.20899,1.20916,620.4
1613681100000,1.20911,1.20927,1.20905,1.20914,504.19
1613682000000,1.20914,1.20934,1.20904,1.20932,328.5
1613682900000,1.20932,1.20945,1.20923,1.20926,292.83
1613683800000,1.20927,1.20939,1.20925,1.20938,221.51
1613684700000,1.20937,1.20943,1.20907,1.20908,481.82
1613685600000,1.20908,1.20928,1.20856,1.20909,306.6
1613686500000,1.20908,1.2092,1.20907,1.20913,40.81
1613687400000,1.20914,1.20916,1.20902,1.20913,197.75
1613688300000,1.20911,1.20921,1.20903,1.20903,146.92
1613689200000,1.20909,1.20952,1.20906,1.20951,442.61
1613690100000,1.2095,1.20958,1.20944,1.20946,380.61
1613691000000,1.20945,1.20949,1.20931,1.20933,246.38
1613691900000,1.20932,1.20936,1.20903,1.20917,233.69
1613692800000,1.20917,1.20927,1.20897,1.20917,496.11
1613693700000,1.20916,1.20938,1.20894,1.20899,438.68
1613694600000,1.209,1.20908,1.20876,1.20907,618.36
1613695500000,1.20908,1.20985,1.20906,1.20972,671.91
1613696400000,1.20973,1.20981,1.20917,1.20927,1149.54
1613697300000,1.20927,1.20939,1.20911,1.20913,751.58
1613698200000,1.20913,1.20916,1.20864,1.20866,1148.22
1613699100000,1.20864,1.20892,1.20862,1.20877,438.68
1613700000000,1.20878,1.20882,1.20842,1.20853,865.64
1613700900000,1.20852,1.20861,1.20823,1.20854,567.61
1613701800000,1.20854,1.20869,1.20824,1.20862,745.93
1613702700000,1.20863,1.20873,1.20837,1.20861,955.55
1613703600000,1.20862,1.20865,1.20834,1.20852,731.99
1613704500000,1.20854,1.20868,1.20835,1.20857,493.69
1613705400000,1.20858,1.2086,1.20843,1.20854,262.2
1613706300000,1.20853,1.20856,1.20841,1.20847,389.77
1613707200000,1.20846,1.2088,1.20839,1.20873,384.68
1613708100000,1.20873,1.20898,1.20873,1.20891,316.77
1613709000000,1.2089,1.2091,1.20881,1.20909,303.27
1613709900000,1.20909,1.20939,1.20902,1.20929,819.01
1613710800000,1.20929,1.20936,1.20912,1.20924,882.8
1613711700000,1.20923,1.20933,1.20911,1.20929,258.56
1613712600000,1.20928,1.20962,1.20926,1.20942,508.93
1613713500000,1.20941,1.20956,1.20928,1.20942,513.23
1613714400000,1.2094,1.20977,1.20939,1.20974,457.03
1613715300000,1.20975,1.20995,1.20954,1.20968,516.38
1613716200000,1.20969,1.20978,1.20942,1.20948,827.48
1613717100000,1.20947,1.20962,1.20938,1.20952,661.4
1613718000000,1.20952,1.20988,1.20904,1.20988,1420.35
1613718900000,1.20987,1.21068,1.20982,1.21019,1856.92
1613719800000,1.21018,1.2105,1.20995,1.21038,1235.16
1613720700000,1.21037,1.21136,1.21036,1.21094,1685.48
1613721600000,1.21093,1.21142,1.21086,1.21096,2091.28
1613722500000,1.21103,1.21175,1.21089,1.21166,1577.97
1613723400000,1.21166,1.21308,1.21155,1.21248,4584.66
1613724300000,1.21248,1.21336,1.21247,1.21324,2680.86
1613725200000,1.21324,1.21341,1.21273,1.21306,2142.58
1613726100000,1.21305,1.2136,1.21293,1.21347,2042.87
1613727000000,1.21349,1.21413,1.21336,1.21358,2080.08
1613727900000,1.21364,1.21372,1.21314,1.21338,1986.28
1613728800000,1.21337,1.21359,1.21286,1.21325,3635.62
1613729700000,1.21323,1.21395,1.21323,1.21377,1765.8
1613730600000,1.21374,1.21416,1.21356,1.21397,1138.71
1613731500000,1.21396,1.21438,1.21384,1.2143,1724.1
1613732400000,1.21432,1.21444,1.21379,1.21394,1714.43
1613733300000,1.21394,1.2142,1.21374,1.2139,2024.02
1613734200000,1.21389,1.21392,1.21339,1.21343,1899.07
1613735100000,1.21344,1.21392,1.21332,1.21379,1291.98
1613736000000,1.21379,1.21381,1.21339,1.21366,1373.81
1613736900000,1.21365,1.21381,1.21319,1.21379,1636.47
1613737800000,1.21378,1.21417,1.2132,1.2132,3525.46
1613738700000,1.21326,1.21372,1.21326,1.21362,2218.15
1613739600000,1.21365,1.21425,1.2132,1.21381,3039.39
1613740500000,1.21383,1.21396,1.2128,1.21287,3725.57
1613741400000,1.21285,1.21316,1.2126,1.21281,2696.56
1613742300000,1.21283,1.21337,1.21271,1.21305,2227.87
1613743200000,1.21305,1.21322,1.21233,1.21237,3636.12
1613744100000,1.21238,1.21253,1.21186,1.2119,1912.71
1613745000000,1.21188,1.21226,1.21172,1.21219,2243.27
1613745900000,1.21218,1.21261,1.21211,1.21259,2058.34
1613746800000,1.21259,1.21261,1.21188,1.21239,2132.8
1613747700000,1.21239,1.21318,1.21228,1.21313,1608.34
1613748600000,1.21312,1.21336,1.21269,1.21275,1912.95
1613749500000,1.21279,1.21333,1.21239,1.21281,1783.46
1613750400000,1.21279,1.21311,1.21226,1.21311,1472.51
1613751300000,1.2131,1.21361,1.21278,1.21354,1442.71
1613752200000,1.21353,1.214,1.21349,1.21361,1576.46
1613753100000,1.2136,1.21368,1.21333,1.21359,969.77
1613754000000,1.21358,1.21375,1.21329,1.21362,833.66
1613754900000,1.21364,1.2137,1.21296,1.21297,1325.06
1613755800000,1.21298,1.21321,1.21251,1.21271,935.91
1613756700000,1.21268,1.21272,1.21221,1.21269,1466.55
1613757600000,1.21269,1.21276,1.21158,1.21166,1440.07
1613758500000,1.21166,1.21174,1.21085,1.21101,1149
1613759400000,1.21103,1.2113,1.21077,1.21099,940.59
1613760300000,1.211,1.21132,1.21097,1.21111,833.76
1613761200000,1.2111,1.21144,1.21105,1.21143,915.7
1613762100000,1.21144,1.21148,1.21119,1.21129,843.74
1613763000000,1.21129,1.21133,1.21111,1.21127,419.02
1613763900000,1.21124,1.21167,1.21123,1.21154,812.17
1613764800000,1.21154,1.21183,1.21146,1.21178,553.44
1613765700000,1.21179,1.2119,1.21162,1.21189,700.66
1613766600000,1.21189,1.21195,1.21172,1.21183,461.96
1613767500000,1.21182,1.2119,1.21155,1.21166,668.385
1613768400000,1.21166,1.21168,1.21143,1.21143,701.69
1613769300000,1.21141,1.21175,1.2114,1.21172,229.76
1613770200000,1.21172,1.21173,1.21156,1.2116,267.95
1613771100000,1.21158,1.21186,1.21158,1.21167,2121.98
1613944800000,1.21151,1.21256,1.21141,1.21219,1054.57
1613945700000,1.21226,1.21226,1.21202,1.21202,103.11
1613946600000,1.21213,1.2122,1.21196,1.21218,550.24
1613947500000,1.21211,1.21221,1.21193,1.21212,379.4
1613948400000,1.21212,1.21249,1.21207,1.21214,1129.77
1613949300000,1.2121,1.2121,1.21158,1.21165,762.63
1613950200000,1.21167,1.2124,1.21148,1.2123,781.26
1613951100000,1.21233,1.21292,1.21233,1.21247,728.64
1613952000000,1.21246,1.21258,1.21204,1.21257,674.85
1613952900000,1.21256,1.21261,1.2123,1.21238,520.29
1613953800000,1.21239,1.2131,1.21239,1.21273,573.59
1613954700000,1.21273,1.21273,1.2123,1.21235,888.95
1613955600000,1.21233,1.21281,1.21233,1.21278,824.56
1613956500000,1.21279,1.21355,1.21275,1.21339,1371.12
1613957400000,1.21338,1.21338,1.21296,1.21306,855.58
1613958300000,1.21307,1.21313,1.21263,1.21264,1148.2
1613959200000,1.21263,1.21291,1.21208,1.21223,791.55
1613960100000,1.21222,1.21229,1.2117,1.21192,1162.58
1613961000000,1.21193,1.212,1.21167,1.21172,1255.37
1613961900000,1.21173,1.21207,1.21124,1.212,1492.69
1613962800000,1.212,1.21204,1.21163,1.21188,815.64
1613963700000,1.2119,1.21204,1.21174,1.21178,769.38
1613964600000,1.21177,1.21195,1.21159,1.21188,713.58
1613965500000,1.21189,1.21206,1.2118,1.21196,530.27
1613966400000,1.21199,1.21218,1.21199,1.21216,375.41
1613967300000,1.21215,1.21232,1.21211,1.2123,379.46
1613968200000,1.2123,1.21236,1.21223,1.21231,413.76
1613969100000,1.21231,1.21234,1.21193,1.21205,543.86
1613970000000,1.21206,1.21215,1.21188,1.21202,451.83
1613970900000,1.21202,1.21222,1.21184,1.21222,542.42
1613971800000,1.21222,1.21231,1.21205,1.21208,758.52
1613972700000,1.21207,1.21216,1.212,1.21202,396.62
1613973600000,1.21204,1.21219,1.21193,1.21215,418.15
1613974500000,1.21215,1.21237,1.2121,1.2123,298.01
1613975400000,1.2123,1.21242,1.21194,1.21198,872.27
1613976300000,1.21199,1.21204,1.21188,1.21195,365.29
1613977200000,1.21193,1.21193,1.21115,1.21127,2077.91
1613978100000,1.21126,1.21127,1.21052,1.21082,2296.47
1613979000000,1.2108,1.21119,1.21059,1.21099,1925.27
1613979900000,1.21098,1.21112,1.21052,1.21096,2439.96
1613980800000,1.21095,1.21236,1.21086,1.21196,3928.48
1613981700000,1.21198,1.21198,1.21008,1.21009,3437.11
1613982600000,1.21007,1.21007,1.20922,1.20928,3499.05
1613983500000,1.20927,1.21022,1.20911,1.21001,2788.94
1613984400000,1.21001,1.21062,1.20976,1.21053,3358.32
1613985300000,1.21053,1.21133,1.21015,1.21074,1984.61
1613986200000,1.21073,1.2117,1.2107,1.21106,2688.42
1613987100000,1.21106,1.2112,1.21032,1.21081,1656.39
1613988000000,1.2108,1.21169,1.21077,1.21163,992.9
1613988900000,1.21163,1.21211,1.21153,1.21185,842.14
1613989800000,1.21183,1.21349,1.21178,1.21326,1579.76
1613990700000,1.21323,1.21326,1.21277,1.21291,1372.44
1613991600000,1.21292,1.21326,1.2126,1.21322,1298.15
1613992500000,1.21319,1.21443,1.21277,1.21374,1691.77
1613993400000,1.21374,1.21432,1.21357,1.21404,2508.64
1613994300000,1.21405,1.21436,1.21347,1.21366,1730.35
1613995200000,1.21365,1.21383,1.21338,1.2137,2028.92
1613996100000,1.21371,1.21407,1.2134,1.2136,1114.64
1613997000000,1.21359,1.21385,1.21314,1.21322,1616.73
1613997900000,1.21324,1.2138,1.21317,1.21363,1721.13
1613998800000,1.21366,1.21392,1.21293,1.21326,3083.16
1613999700000,1.21332,1.21362,1.21305,1.21324,2148.77
1614000600000,1.21322,1.21489,1.21317,1.21485,2497.45
1614001500000,1.21486,1.21542,1.21456,1.21473,2447.82
1614002400000,1.21472,1.21493,1.21408,1.21425,2092.6
1614003300000,1.21425,1.2146,1.21372,1.2145,2130.58
1614004200000,1.21451,1.2146,1.2129,1.21422,4927.57
1614005100000,1.21425,1.21473,1.21385,1.21459,2969.68
1614006000000,1.21457,1.21541,1.21429,1.21525,3235.19
1614006900000,1.21523,1.21523,1.21429,1.21485,4112
1614007800000,1.21486,1.21491,1.21434,1.2148,2868.84
1614008700000,1.21482,1.21487,1.21337,1.21387,3096.58
1614009600000,1.21389,1.21463,1.21352,1.2146,2783.61
1614010500000,1.2146,1.21504,1.21412,1.21486,2150.57
1614011400000,1.21487,1.21506,1.2145,1.21502,1764.8
1614012300000,1.21501,1.21563,1.21491,1.21546,1696.54
1614013200000,1.21548,1.21609,1.21532,1.21577,2084.34
1614014100000,1.21577,1.21635,1.21574,1.21633,1358.79
1614015000000,1.21633,1.21673,1.21631,1.21654,966.73
1614015900000,1.21655,1.21676,1.21648,1.21652,1166.43
1614016800000,1.21651,1.21655,1.21634,1.21645,713.4
1614017700000,1.21647,1.21666,1.21634,1.21639,940.49
1614018600000,1.21639,1.21693,1.21638,1.21686,620.88
1614019500000,1.21686,1.2169,1.21653,1.21654,799.92
1614020400000,1.21655,1.21675,1.21646,1.2167,479.06
1614021300000,1.21671,1.21685,1.21661,1.21678,762.14
1614022200000,1.21679,1.21685,1.21654,1.2168,514.71
1614023100000,1.21681,1.2169,1.21655,1.21674,842.59
1614024000000,1.21674,1.21674,1.21591,1.21594,823.38
1614024900000,1.21596,1.21609,1.21562,1.21579,749.21
1614025800000,1.21579,1.21585,1.21548,1.21567,507.6
1614026700000,1.21568,1.21569,1.21512,1.21513,1126.385
1614027600000,1.21512,1.21533,1.21505,1.21527,396.01
1614028500000,1.21529,1.21547,1.21518,1.21542,155.67
1614029400000,1.21544,1.2155,1.2153,1.21533,240.69
1614030300000,1.21533,1.21588,1.21531,1.21551,566.44
1614031200000,1.21551,1.21589,1.21551,1.21576,38.86
1614032100000,1.21576,1.21606,1.21573,1.21574,71.17
1614033000000,1.21579,1.21603,1.21572,1.21597,262.3
1614033900000,1.21598,1.21607,1.21579,1.21593,234.72
1614034800000,1.21593,1.21646,1.21577,1.21631,732.3
1614035700000,1.21631,1.21669,1.21608,1.21661,470.6
1614036600000,1.21661,1.21666,1.21648,1.2166,463.54
1614037500000,1.2166,1.21664,1.21637,1.21638,511.99
1614038400000,1.21637,1.21649,1.21621,1.21637,581.2
1614039300000,1.21637,1.21667,1.21637,1.21647,497.44
1614040200000,1.21646,1.21658,1.21625,1.21657,369.7
1614041100000,1.21658,1.21727,1.21656,1.21704,757.21
1614042000000,1.21707,1.21716,1.21638,1.21656,1124.16
1614042900000,1.21656,1.21721,1.21646,1.21691,694.78
1614043800000,1.2169,1.21752,1.21686,1.2175,948.84
1614044700000,1.2175,1.2177,1.21741,1.21756,1085.52
1614045600000,1.21757,1.21771,1.21725,1.21736,865.35
1614046500000,1.21736,1.21744,1.21715,1.21724,638.89
1614047400000,1.21722,1.21752,1.21719,1.21731,456.64
1614048300000,1.21733,1.21741,1.21688,1.21699,863.78
1614049200000,1.21699,1.21706,1.21659,1.21667,687.47
1614050100000,1.21663,1.21676,1.21646,1.21667,556.45
1614051000000,1.21669,1.21686,1.21658,1.21668,324.35
1614051900000,1.21667,1.21674,1.21654,1.21668,327.38
1614052800000,1.21668,1.2168,1.21659,1.2168,370.94
1614053700000,1.21681,1.21685,1.21666,1.21675,250.1
1614054600000,1.21676,1.21699,1.21676,1.21692,293.33
1614055500000,1.21691,1.21719,1.2168,1.21718,293.1
1614056400000,1.21718,1.21727,1.21709,1.21716,531.09
1614057300000,1.21716,1.2172,1.21706,1.21717,275.59
1614058200000,1.21717,1.21719,1.217,1.217,635.91
1614059100000,1.21701,1.21712,1.21691,1.21701,475.53
1614060000000,1.217,1.21705,1.21659,1.21665,599.58
1614060900000,1.21666,1.21671,1.21626,1.21659,700.33
1614061800000,1.21658,1.21677,1.21655,1.21666,491.61
1614062700000,1.21666,1.21716,1.21662,1.21704,461.11
1614063600000,1.21706,1.21742,1.21681,1.21729,1624.08
1614064500000,1.21728,1.21747,1.21681,1.21707,1420.33
1614065400000,1.21706,1.21762,1.21696,1.21754,870.6
1614066300000,1.21755,1.21801,1.21697,1.21701,1559.26
1614067200000,1.217,1.21738,1.21615,1.21652,3209.83
1614068100000,1.21653,1.2167,1.2159,1.21617,1495.37
1614069000000,1.21618,1.21622,1.21545,1.21582,2109.96
1614069900000,1.21581,1.21603,1.21538,1.21588,1311.3
1614070800000,1.21588,1.21589,1.21508,1.21512,2025.01
1614071700000,1.2151,1.21541,1.21492,1.21541,2030
1614072600000,1.21544,1.21572,1.21497,1.21502,2121.92
1614073500000,1.21503,1.21529,1.21452,1.2149,2881.59
1614074400000,1.2149,1.21516,1.21461,1.21503,2530.11
1614075300000,1.21504,1.21545,1.21462,1.21522,2469.73
1614076200000,1.21522,1.21528,1.21435,1.21482,2366.52
1614077100000,1.21482,1.21518,1.21463,1.21468,1711.55
1614078000000,1.21468,1.21499,1.21433,1.21485,1857.17
1614078900000,1.21484,1.21509,1.21446,1.21503,1541.6
1614079800000,1.21503,1.21526,1.21473,1.21516,1340.78
1614080700000,1.21517,1.21557,1.21494,1.21538,1327.38
1614081600000,1.21538,1.2158,1.21512,1.21556,1522.65
1614082500000,1.21554,1.21565,1.21514,1.21552,1453.31
1614083400000,1.21554,1.21571,1.21497,1.21508,1501.56
1614084300000,1.21508,1.21513,1.21353,1.21425,2040.67
1614085200000,1.21424,1.21442,1.21402,1.21427,2502.77
1614086100000,1.21429,1.21472,1.21421,1.21469,1728.58
1614087000000,1.2147,1.2147,1.21399,1.21439,1671.07
1614087900000,1.2144,1.21508,1.2144,1.21492,1610.33
1614088800000,1.21492,1.21507,1.2146,1.21492,1823.01
1614089700000,1.21492,1.21538,1.21482,1.21519,1697.86
1614090600000,1.21518,1.21518,1.21406,1.2142,3422.99
1614091500000,1.21419,1.21426,1.21353,1.21421,3264.71
1614092400000,1.2142,1.21584,1.21366,1.2148,4586.08
1614093300000,1.21479,1.21594,1.21435,1.21591,4059.28
1614094200000,1.2159,1.21664,1.21578,1.21641,3529.01
1614095100000,1.21639,1.21657,1.21516,1.21593,3012.43
1614096000000,1.21592,1.21663,1.21583,1.21599,2242.41
1614096900000,1.21601,1.21611,1.21555,1.21581,2181.7
1614097800000,1.21585,1.21589,1.21512,1.21514,1843.79
1614098700000,1.21513,1.21515,1.21415,1.21415,1892.19
1614099600000,1.21414,1.21458,1.21412,1.21449,1802.58
1614100500000,1.21447,1.21502,1.21445,1.21486,1418.22
1614101400000,1.21485,1.21502,1.21422,1.21453,1676.24
1614102300000,1.21452,1.21503,1.21447,1.21459,1560.45
1614103200000,1.21458,1.21498,1.2145,1.21488,1442.37
1614104100000,1.21488,1.21519,1.21475,1.21501,1004.43
1614105000000,1.215,1.21529,1.21497,1.21502,885.86
1614105900000,1.21503,1.2155,1.21491,1.21534,1030.17
1614106800000,1.21531,1.2156,1.21529,1.21549,766.77
1614107700000,1.2155,1.2157,1.21541,1.21566,886.36
1614108600000,1.21567,1.21574,1.21482,1.21482,1324.19
1614109500000,1.21482,1.21488,1.21426,1.21441,1173.91
1614110400000,1.21442,1.21461,1.21416,1.21458,696.62
1614111300000,1.21456,1.21489,1.21453,1.21487,521.23
1614112200000,1.21485,1.21494,1.21468,1.21488,754.97
1614113100000,1.21488,1.21505,1.2147,1.2147,823.63
1614114000000,1.21471,1.2148,1.21448,1.21473,374.755
1614114900000,1.21472,1.21475,1.21431,1.21431,260.52
1614115800000,1.21432,1.21462,1.21432,1.21454,156.76
1614116700000,1.21454,1.21501,1.21454,1.21493,703.16
1614117600000,1.21493,1.21523,1.2148,1.21484,120.33
1614118500000,1.21489,1.21538,1.21483,1.21486,155.55
1614119400000,1.21483,1.21515,1.21481,1.21495,309.42
1614120300000,1.215,1.21533,1.21479,1.21491,294.69
1614121200000,1.21488,1.21518,1.21459,1.21474,475.3
1614122100000,1.21474,1.21498,1.21428,1.21474,502.46
1614123000000,1.21472,1.21549,1.21468,1.21529,431.64
1614123900000,1.21529,1.21529,1.21506,1.21506,205.17
1614124800000,1.21506,1.21542,1.2149,1.21542,1144.27
1614125700000,1.21541,1.21569,1.21533,1.21564,581.9
1614126600000,1.21565,1.21572,1.21535,1.2157,814.64
1614127500000,1.21572,1.21579,1.21536,1.21548,862.14
1614128400000,1.21548,1.2162,1.21519,1.21604,2287.2
1614129300000,1.21605,1.21637,1.21473,1.21584,2792.6
1614130200000,1.21584,1.21593,1.21548,1.21578,1530.07
1614131100000,1.2158,1.21662,1.21574,1.21584,1594.96
1614132000000,1.21584,1.21621,1.21579,1.21599,1685.11
1614132900000,1.216,1.21608,1.21579,1.21591,1025.87
1614133800000,1.21591,1.21599,1.21535,1.21555,1074.2
1614134700000,1.21555,1.21559,1.21512,1.21556,881.34
1614135600000,1.21556,1.21569,1.21524,1.21556,870.5
1614136500000,1.21556,1.21568,1.21546,1.21559,754.81
1614137400000,1.21561,1.21566,1.21525,1.21549,1014.02
1614138300000,1.21551,1.21551,1.21503,1.21519,1455.79
1614139200000,1.2152,1.21523,1.21497,1.21511,753.09
1614140100000,1.21511,1.21516,1.21496,1.2151,787.18
1614141000000,1.21511,1.21514,1.21495,1.21498,439.84
1614141900000,1.21499,1.21501,1.21475,1.21486,532.47
1614142800000,1.21485,1.21487,1.21453,1.21454,751.05
1614143700000,1.21454,1.21482,1.21454,1.21475,815.65
1614144600000,1.21474,1.21483,1.21458,1.2148,863.62
1614145500000,1.21481,1.21481,1.21459,1.2148,599.4
1614146400000,1.21478,1.21485,1.21454,1.21477,739.56
1614147300000,1.21477,1.21526,1.2144,1.21517,1116.04
1614148200000,1.21517,1.21557,1.21507,1.21554,1074.23
1614149100000,1.21553,1.21574,1.21533,1.21567,772.85
1614150000000,1.21568,1.21595,1.21547,1.2159,1890.56
1614150900000,1.21591,1.21593,1.21528,1.21556,1476.72
1614151800000,1.21555,1.21607,1.2154,1.21586,1331.67
1614152700000,1.21587,1.21597,1.21532,1.21554,1225.05
1614153600000,1.21555,1.21644,1.2153,1.21572,2803.17
1614154500000,1.21573,1.21654,1.21522,1.21623,2678.47
1614155400000,1.21623,1.21745,1.21615,1.21626,4187.23
1614156300000,1.21625,1.21697,1.21624,1.21683,3309.27
1614157200000,1.21682,1.21689,1.21623,1.21675,3355.17
1614158100000,1.21673,1.21745,1.21664,1.21705,2153.37
1614159000000,1.21704,1.21722,1.21588,1.2162,1817.75
1614159900000,1.2162,1.21643,1.21592,1.21627,1925.72
1614160800000,1.21625,1.21651,1.21573,1.21582,1966.75
1614161700000,1.21582,1.21586,1.21499,1.21502,1434.49
1614162600000,1.21505,1.21565,1.21498,1.21565,1836.7
1614163500000,1.21565,1.21585,1.21541,1.21581,1324.21
1614164400000,1.21579,1.21613,1.21561,1.21613,1629.84
1614165300000,1.21613,1.21649,1.21576,1.2164,1288.18
1614166200000,1.2164,1.21653,1.21608,1.21627,1252.92
1614167100000,1.21627,1.21696,1.21622,1.21632,1443.6
1614168000000,1.21631,1.21677,1.21619,1.21658,2095.64
1614168900000,1.2166,1.21723,1.21658,1.21709,1723.4
1614169800000,1.2171,1.21711,1.21628,1.21649,2078.06
1614170700000,1.21651,1.21662,1.2154,1.21558,2112.52
1614171600000,1.21557,1.21575,1.2141,1.21456,3538.05
1614172500000,1.21456,1.21456,1.21305,1.2139,4146.6199
1614173400000,1.21389,1.2148,1.21334,1.21351,3164.73
1614174300000,1.2135,1.21381,1.21232,1.21333,4902.5
1614175200000,1.21331,1.21387,1.21307,1.21382,3223.06
1614176100000,1.21382,1.21382,1.21303,1.21311,3459.16
1614177000000,1.21312,1.21365,1.21289,1.21347,4471.93
1614177900000,1.21348,1.21361,1.21294,1.2132,2902.46
1614178800000,1.21319,1.21348,1.21104,1.21141,4317.54
1614179700000,1.21141,1.21276,1.21092,1.21244,3843.95
1614180600000,1.21243,1.21257,1.21175,1.21206,4087.65
1614181500000,1.21205,1.21246,1.21132,1.21221,3648.5
1614182400000,1.21221,1.21305,1.21211,1.2129,2940.2
1614183300000,1.21288,1.21389,1.21261,1.21348,2525.95
1614184200000,1.21349,1.21391,1.21321,1.21323,2287.47
1614185100000,1.21325,1.21429,1.21321,1.21415,2127.09
1614186000000,1.21417,1.21445,1.21398,1.21425,1749.55
1614186900000,1.21426,1.21461,1.21404,1.21447,1148.62
1614187800000,1.21446,1.21461,1.21435,1.21453,1496.46
1614188700000,1.21453,1.21467,1.21413,1.21417,1276.45
1614189600000,1.21416,1.21436,1.21392,1.21417,1572.18
1614190500000,1.21418,1.21461,1.21391,1.2146,1599.38
1614191400000,1.21459,1.21493,1.21442,1.21485,1757.86
1614192300000,1.21485,1.21485,1.21439,1.21447,955.78
1614193200000,1.21446,1.21478,1.21428,1.21468,1426.82
1614194100000,1.21466,1.21497,1.21448,1.21495,937.72
1614195000000,1.21496,1.21506,1.21482,1.21486,1290.19
1614195900000,1.21486,1.21488,1.2146,1.21479,997.25
1614196800000,1.21476,1.21564,1.21473,1.21564,1747.59
1614197700000,1.21566,1.21602,1.21544,1.21597,862.7
1614198600000,1.21595,1.21677,1.21592,1.21669,1146.09
1614199500000,1.21668,1.2169,1.21647,1.21662,1386.73
1614200400000,1.21665,1.21696,1.2162,1.21693,681.67
1614201300000,1.21692,1.21724,1.21692,1.21709,391.67
1614202200000,1.21711,1.21743,1.21673,1.2168,823.58
1614203100000,1.21681,1.21705,1.21664,1.21664,763.98
1614204000000,1.2163,1.21722,1.2163,1.21679,211.7925
1614204900000,1.21679,1.21682,1.21633,1.21633,349.45
1614205800000,1.21635,1.21673,1.21603,1.21635,424.8125
1614206700000,1.21635,1.21671,1.21622,1.21647,286.38
1614207600000,1.21649,1.21674,1.21637,1.21652,1458.09
1614208500000,1.21652,1.21681,1.21652,1.21674,342.24
1614209400000,1.21673,1.21695,1.21672,1.21694,217.42
1614210300000,1.21693,1.2171,1.2169,1.21693,335.96
1614297600000,1.21579,1.21671,1.21563,1.21573,2467.32
1614298500000,1.21571,1.21578,1.21372,1.21418,3330.59
1614299400000,1.21418,1.21566,1.21383,1.21531,2607.98
1614300300000,1.21531,1.21583,1.21499,1.21574,2514.24
1614301200000,1.21573,1.21639,1.21522,1.21537,2574.45
1614302100000,1.21539,1.21587,1.2151,1.21536,2005.56
1614303000000,1.21537,1.21617,1.21521,1.21595,1559.78
1614303900000,1.21594,1.21651,1.2158,1.21637,1558.15
1614304800000,1.21636,1.21729,1.2162,1.21719,1409.03
1614305700000,1.21719,1.21826,1.21707,1.21793,1502.43
1614306600000,1.21794,1.21818,1.21743,1.21752,1404.63
1614307500000,1.21752,1.21789,1.21721,1.21723,1344.37
1614308400000,1.21724,1.21752,1.21707,1.21747,1070.11
1614309300000,1.21748,1.21756,1.2168,1.21692,1385.36
1614310200000,1.21692,1.21698,1.21641,1.21643,1303.4
1614311100000,1.21643,1.21649,1.21594,1.21595,1410.61
1614312000000,1.21597,1.21612,1.21543,1.21558,1334.63
1614312900000,1.21556,1.21578,1.21534,1.2154,1413.64
1614313800000,1.21541,1.21543,1.21469,1.21469,1269.44
1614314700000,1.21469,1.21552,1.2145,1.21548,1340.73
1614315600000,1.21549,1.21581,1.21534,1.2158,1641.39
1614316500000,1.2158,1.21595,1.21547,1.21575,1376.91
1614317400000,1.21575,1.21579,1.21522,1.21523,1525
1614318300000,1.21522,1.21574,1.21491,1.21536,1485.34
1614319200000,1.21536,1.21557,1.21516,1.21552,1495.99
1614320100000,1.21551,1.21594,1.21548,1.2157,1301.69
1614321000000,1.21568,1.21586,1.21522,1.21571,2358.32
1614321900000,1.2157,1.21575,1.2147,1.21545,2296.1
1614322800000,1.21543,1.21552,1.21378,1.21402,5722.8201
1614323700000,1.21401,1.21451,1.21377,1.21389,3724.35
